"F3 Value","F3 Quality","FC6 Value","FC6 Quality","P7 Value","P7 Quality","T8 Value","T8 Quality","F7 Value","F7 Quality","F8 Value","F8 Quality","T7 Value","T7 Quality","P8 Value","P8 Quality","AF4 Value","AF4 Quality","F4 Value","F4 Quality","AF3 Value","AF3 Quality","O2 Value","O2 Quality","O1 Value","O1 Quality","FC5 Value","FC5 Quality","X Value","X Quality","Y Value","Y Quality","Z Value","Z Quality","Unknown Value","Unknown Quality"
"-79","1160","-57","1768","-62","5984","-163","24","-24","2720","-214","3032","-175","16","-121","7640","-173","24","-82","7480","-89","1648","-79","7896","-81","7704","-117","2968","22","0","24","0","?","0","26","24"
"-52","1160","-26","1768","-66","5984","-157","24","6","2720","-181","3032","-165","16","-72","7640","-140","24","-68","7480","-54","1648","-69","7896","-89","7704","-91","2968","22","0","24","0","?","0","27","24"
"-62","1160","-29","1768","-57","5984","-167","24","-4","2720","-164","3032","-190","16","-36","7640","-161","24","-90","7480","-50","1648","-71","7896","-90","7704","-121","2968","22","0","24","0","?","0","28","16"
"-73","1160","-44","1768","-40","5984","-173","24","4","2720","-171","3032","-171","16","-61","7640","-153","24","-95","7480","-56","1648","-81","7896","-85","7704","-108","2968","22","0","24","0","?","0","29","24"
"-39","1160","-28","1768","-38","5984","-168","24","67","2720","-161","3032","-160","16","-81","7640","-160","24","-64","7480","-19","1648","-72","7896","-65","7704","-95","2968","22","0","24","0","?","0","30","24"
"-13","1160","7","1768","-55","5984","-166","24","116","2720","-112","3032","-180","16","-67","7640","-181","24","-41","7480","34","1648","-59","7896","-60","7704","-107","2968","22","0","24","0","?","0","31","0"
"3","1160","24","1768","-47","5984","-170","24","127","2720","-75","3032","-166","16","-32","7640","-139","24","-20","7480","62","1648","-44","7896","-60","7704","-78","2968","22","0","24","0","?","0","32","0"
"24","1160","34","1768","-22","5984","-174","24","163","2720","-58","3032","-182","16","-20","7640","-163","24","-5","7480","92","1648","-33","7896","-38","7704","-94","2968","22","0","24","0","?","0","33","16"
"46","1160","55","1768","-13","5984","-170","24","224","2720","-25","3032","-172","16","-55","7640","-160","24","15","7480","144","1648","-42","7896","-15","7704","-82","2968","22","0","23","0","?","0","34","8"
"42","1160","69","1768","-27","5984","-169","24","247","2720","13","3032","-165","16","-79","7640","-154","24","19","7480","173","1648","-66","7896","-37","7704","-75","2968","22","0","23","0","?","0","35","24"
"11","1160","69","1768","-32","5984","-173","24","228","2720","18","3032","-181","16","-70","7640","-182","24","0","7480","156","1648","-69","7896","-61","7704","-103","2968","22","0","23","0","?","0","36","24"
"9","1160","54","1768","-32","5984","-171","24","205","2720","14","3032","-157","16","-67","7640","-142","24","-6","7480","130","1648","-59","7896","-47","7704","-79","2968","22","0","23","0","?","0","37","8"
"30","1160","62","1768","-44","5984","-174","24","195","2720","59","3032","-172","16","-72","7640","-154","24","4","7480","137","1648","-63","7896","-37","7704","-93","2968","22","0","24","0","?","0","38","24"
"46","1160","104","1768","-45","5984","-172","24","178","2720","128","3032","-173","16","-50","7640","-160","24","27","7480","168","1648","-64","7896","-46","7704","-89","2968","22","0","24","0","?","0","39","16"
"37","1160","117","1768","-45","5984","-164","24","155","2720","135","3032","-167","16","-18","7640","-151","24","31","7480","161","1648","-48","7896","-57","7704","-87","2968","22","0","24","0","?","0","40","24"
"18","1160","87","1768","-38","5984","-164","24","148","2720","78","3032","-181","16","-30","7640","-173","24","14","7480","116","1648","-42","7896","-48","7704","-114","2968","22","0","24","0","?","0","41","0"
"38","1160","83","1768","-23","5984","-167","24","159","2720","46","3032","-153","16","-66","7640","-142","24","30","7480","118","1648","-42","7896","-28","7704","-72","2968","22","0","24","0","?","0","42","0"
"49","1160","91","1768","-42","5984","-168","24","168","2720","43","3032","-165","16","-59","7640","-160","24","36","7480","138","1648","-38","7896","-53","7704","-77","2968","22","0","24","0","?","0","43","24"
"26","1160","67","1768","-57","5984","-165","24","139","2720","18","3032","-172","16","-53","7640","-161","24","19","7480","99","1648","-45","7896","-86","7704","-92","2968","22","0","24","0","?","0","44","16"
"14","1160","44","1768","-56","5984","-164","24","98","2720","-13","3032","-166","16","-74","7640","-139","24","13","7480","42","1648","-53","7896","-67","7704","-83","2968","22","0","24","0","?","0","45","8"
"10","1160","34","1768","-66","5984","-168","24","80","2720","-35","3032","-185","16","-49","7640","-166","24","1","7480","28","1648","-40","7896","-52","7704","-104","2968","22","0","24","0","?","0","46","0"
"7","1160","25","1768","-52","5984","-171","24","65","2720","-52","3032","-160","16","-17","7640","-148","24","-1","7480","26","1648","-26","7896","-49","7704","-87","2968","22","0","24","0","?","0","47","24"
"-4","1160","27","1768","-27","5984","-171","24","59","2720","-54","3032","-163","16","-37","7640","-172","24","11","7480","10","1648","-38","7896","-33","7704","-100","2968","22","0","24","0","?","0","48","24"
"-16","1160","33","1768","-35","5984","-166","24","65","2720","-47","3032","-169","16","-57","7640","-172","24","16","7480","0","1648","-55","7896","-31","7704","-101","2968","23","0","24","0","?","0","49","8"
"-19","1160","33","1768","-49","5984","-165","24","52","2720","-47","3032","-159","16","-67","7640","-132","24","8","7480","-2","1648","-60","7896","-48","7704","-80","2968","23","0","24","0","?","0","50","0"
"-16","1160","27","1768","-58","5984","-173","24","34","2720","-63","3032","-177","16","-88","7640","-162","24","-7","7480","-15","1648","-60","7896","-55","7704","-100","2968","23","0","24","0","?","0","51","8"
"-16","1160","-7","1768","-66","5984","-173","24","28","2720","-100","3032","-159","16","-89","7640","-149","24","-20","7480","-40","1648","-61","7896","-53","7704","-81","2968","23","0","24","0","?","0","52","24"
"-39","1160","-35","1768","-64","5984","-170","24","-1","2720","-120","3032","-171","16","-86","7640","-162","24","-48","7480","-64","1648","-70","7896","-63","7704","-103","2968","23","0","24","0","?","0","53","8"
"-46","1160","-18","1768","-52","5984","-171","24","-31","2720","-107","3032","-182","16","-96","7640","-172","24","-54","7480","-49","1648","-71","7896","-56","7704","-112","2968","23","0","24","0","?","0","54","0"
