"F3 Value","F3 Quality","FC6 Value","FC6 Quality","P7 Value","P7 Quality","T8 Value","T8 Quality","F7 Value","F7 Quality","F8 Value","F8 Quality","T7 Value","T7 Quality","P8 Value","P8 Quality","AF4 Value","AF4 Quality","F4 Value","F4 Quality","AF3 Value","AF3 Quality","O2 Value","O2 Quality","O1 Value","O1 Quality","FC5 Value","FC5 Quality","X Value","X Quality","Y Value","Y Quality","Z Value","Z Quality","Unknown Value","Unknown Quality"
"-238","0","-271","0","-261","0","-171","0","-246","0","-365","0","-154","0","-276","0","-134","0","-293","0","-275","0","-235","0","-240","0","-62","0","22","0","23","0","?","0","45","0"
"-364","608","-444","0","-401","0","-163","0","-424","0","-708","0","-207","0","-591","0","-216","0","-409","0","-398","0","-382","0","-284","0","-194","0","24","0","23","0","?","0","45","0"
"-409","608","-491","0","-312","0","-166","0","-508","0","-747","0","-211","0","-458","0","-241","0","-451","0","-441","0","-405","0","-351","0","-223","4776","24","0","24","0","?","0","45","0"
"-436","608","-488","0","-262","0","-168","0","-524","0","-758","0","-213","0","-467","0","-239","0","-464","0","-451","2144","-430","0","-412","0","-223","4776","24","0","24","0","?","0","45","0"
"-373","608","-443","0","-392","0","-165","0","-434","2880","-705","0","-220","0","-514","0","-256","0","-427","0","-390","2144","-382","0","-352","0","-210","4776","24","0","24","0","?","0","45","0"
"-315","608","-424","0","-346","0","-165","0","-391","2880","-650","0","-220","0","-229","0","-265","0","-393","0","-328","2144","-267","0","-280","0","-208","4776","24","0","24","0","?","0","45","0"
"-342","608","-443","0","-229","5280","-173","0","-436","2880","-657","0","-221","0","-206","0","-251","0","-405","0","-330","2144","-266","0","-324","0","-216","4776","25","0","24","0","?","0","45","0"
"-370","608","-453","0","-327","5280","-166","0","-422","2880","-669","0","-230","0","-439","0","-270","0","-429","0","-323","2144","-388","0","-414","7632","-227","4776","25","0","24","0","?","0","45","0"
"-333","608","-403","0","-409","5280","-156","0","-348","2880","-606","0","-222","0","-459","0","-251","0","-390","0","-264","2144","-381","328","-367","7632","-215","4776","25","0","24","0","?","0","45","0"
"-309","608","-335","0","-363","5280","-163","0","-347","2880","-554","0","-223","0","-542","7208","-251","0","-350","0","-239","2144","-309","328","-263","7632","-209","4776","25","0","24","0","?","0","45","0"
