F3 Value,FC6 Value,P7 Value,F7 Value,F8 Value,T7 Value,P8 Value,F4 Value,AF3 Value,O2 Value,O1 Value,FC5 Value
23.728125000000006,-6.943749999999994,13.232812499999994,-22.190624999999997,145.128125,37.078125,38.7421875,5.6328125,11.514062499999994,10.746874999999989,17.69218749999999,-2.5343750000000114
-24.271874999999994,-33.443749999999994,-16.767187500000006,-66.440625,113.878125,-14.421875,20.7421875,-48.6171875,-21.985937500000006,-27.75312500000001,-20.05781250000001,-65.28437500000001
-4.271874999999994,-33.193749999999994,-0.7671875000000057,10.559375000000003,177.878125,-8.921875,29.7421875,-24.6171875,-12.985937500000006,-1.7531250000000114,-15.557812500000011,-16.28437500000001
4.228125000000006,179.55625,-5.267187500000006,37.809375,163.878125,14.578125,17.4921875,-6.1171875,1.0140624999999943,-11.253125000000011,-11.807812500000011,24.71562499999999
-26.271874999999994,128.30625,-24.267187500000006,-83.940625,99.878125,-52.421875,-50.7578125,-59.3671875,-13.485937500000006,-65.25312500000001,-54.05781250000001,-19.28437500000001
25.478125000000006,181.55625,2.7328124999999943,15.809375000000003,195.128125,14.828125,32.7421875,23.6328125,42.514062499999994,33.49687499999999,3.9421874999999886,2.9656249999999886
-1.7718749999999943,148.80625,-21.517187500000006,-7.190624999999997,89.378125,10.828125,-9.0078125,-1.3671875,4.264062499999994,-7.503125000000011,-15.307812500000011,1.2156249999999886
-15.021874999999994,111.05625,-19.267187500000006,-2.940624999999997,116.128125,-31.421875,-19.7578125,-30.8671875,-8.735937500000006,-39.00312500000001,-33.55781250000001,-4.034375000000011
-3.2718749999999943,119.55625,-38.767187500000006,0.30937500000000284,73.878125,-33.421875,-0.0078125,-1.3671875,21.014062499999994,-26.00312500000001,-42.55781250000001,14.215624999999989
8.478125000000006,146.55625,-16.267187500000006,17.809375000000003,60.128125,15.078125,-3.7578125,4.3828125,30.014062499999994,-18.50312500000001,-27.55781250000001,9.715624999999989
-9.771874999999994,89.55625,-45.767187500000006,-23.190624999999997,14.128124999999997,-46.671875,-25.5078125,-40.1171875,2.7640624999999943,-36.75312500000001,-34.30781250000001,-32.03437500000001
-38.021874999999994,51.806250000000006,-20.517187500000006,-28.940624999999997,6.128124999999997,-65.671875,-15.2578125,-40.8671875,-31.985937500000006,-45.00312500000001,-41.80781250000001,-109.03437500000001
-21.521874999999994,104.05625,-49.017187500000006,-27.940624999999997,7.628124999999997,-68.421875,2.2421875,-14.3671875,-8.735937500000006,-21.25312500000001,-31.30781250000001,-146.784375
-1.0218749999999943,85.80625,-25.517187500000006,-22.190624999999997,29.378124999999997,-104.671875,1.7421875,-9.8671875,12.514062499999994,-9.003125000000011,-6.557812500000011,-134.034375
84.978125,139.05625,51.232812499999994,-3.440624999999997,119.128125,-1.421875,82.7421875,85.8828125,107.7640625,71.49687499999999,58.69218749999999,-136.784375
21.728125000000006,43.556250000000006,-12.517187500000006,-75.690625,45.878125,-165.921875,8.2421875,1.8828125,34.764062499999994,13.746874999999989,3.9421874999999886,-194.534375
51.478125000000006,102.80625,39.732812499999994,-25.690624999999997,76.128125,-157.921875,56.9921875,63.8828125,73.0140625,62.99687499999999,46.69218749999999,-212.034375
80.228125,30.806250000000006,48.482812499999994,27.059375000000003,101.128125,-88.171875,91.4921875,97.8828125,103.2640625,100.74687499999999,78.69218749999999,-247.034375
101.228125,31.306250000000006,103.4828125,45.309375,293.128125,-19.171875,126.7421875,90.1328125,117.7640625,134.746875,110.44218749999999,-272.034375
93.978125,66.30625,76.9828125,52.559375,249.628125,-45.921875,101.9921875,109.3828125,124.7640625,112.49687499999999,86.19218749999999,-228.284375
58.228125000000006,-34.443749999999994,58.482812499999994,35.059375,389.128125,-81.171875,80.7421875,53.8828125,105.2640625,89.99687499999999,69.69218749999999,-240.284375
38.978125000000006,-101.94375,32.482812499999994,49.559375,364.128125,-85.921875,55.4921875,41.3828125,67.2640625,69.49687499999999,42.94218749999999,-270.034375
72.478125,-30.693749999999994,74.2328125,137.809375,634.378125,16.078125,92.4921875,72.8828125,101.2640625,111.74687499999999,90.69218749999999,-240.534375
56.978125000000006,-54.693749999999994,35.982812499999994,88.559375,683.878125,-68.671875,19.9921875,40.3828125,101.0140625,50.24687499999999,49.94218749999999,-187.534375
0.22812500000000568,-118.19375,64.4828125,176.809375,812.378125,-15.671875,47.9921875,-23.8671875,28.264062499999994,66.49687499999999,71.44218749999999,-261.034375
29.728125000000006,-32.193749999999994,67.7328125,171.309375,812.378125,-16.671875,24.7421875,17.6328125,61.764062499999994,69.74687499999999,64.44218749999999,-209.034375
84.728125,-42.193749999999994,76.4828125,273.559375,915.878125,121.578125,43.4921875,68.6328125,133.2640625,100.49687499999999,96.69218749999999,-85.28437500000001
41.228125000000006,-99.69375,23.732812499999994,134.309375,762.628125,-38.921875,-0.0078125,2.6328125,51.014062499999994,54.99687499999999,49.94218749999999,-95.28437500000001
38.728125000000006,-47.693749999999994,25.482812499999994,136.059375,842.628125,-69.171875,17.9921875,-2.6171875,35.514062499999994,55.99687499999999,49.94218749999999,-168.784375
86.478125,46.056250000000006,48.982812499999994,182.559375,761.128125,96.828125,27.4921875,78.6328125,103.5140625,81.24687499999999,74.69218749999999,-89.03437500000001
58.478125000000006,-45.193749999999994,51.482812499999994,185.059375,737.628125,16.078125,33.2421875,30.6328125,81.2640625,59.24687499999999,67.19218749999999,-98.03437500000001
60.978125000000006,-46.193749999999994,74.7328125,254.059375,781.878125,82.828125,50.7421875,30.1328125,90.5140625,85.74687499999999,90.19218749999999,-87.53437500000001
100.478125,-9.693749999999994,63.732812499999994,206.059375,708.378125,81.828125,42.4921875,58.3828125,122.2640625,78.49687499999999,82.19218749999999,-64.53437500000001
76.228125,-28.193749999999994,58.232812499999994,186.059375,627.378125,71.828125,55.9921875,27.3828125,86.2640625,90.49687499999999,81.69218749999999,-71.53437500000001
66.728125,-51.693749999999994,55.482812499999994,169.309375,681.878125,46.078125,44.9921875,42.6328125,81.5140625,71.74687499999999,65.19218749999999,-37.28437500000001
53.478125000000006,-116.94375,6.232812499999994,81.559375,508.128125,-41.671875,-5.2578125,12.8828125,63.514062499999994,18.24687499999999,17.44218749999999,-80.78437500000001
31.478125000000006,-100.19375,65.4828125,181.559375,609.878125,52.578125,63.2421875,-0.8671875,58.514062499999994,78.99687499999999,73.44218749999999,-113.78437500000001
-0.2718749999999943,-149.19375,19.232812499999994,152.809375,461.628125,1.078125,19.7421875,-10.8671875,30.764062499999994,41.99687499999999,24.69218749999999,-63.78437500000001
71.978125,-79.69375,95.7328125,250.559375,569.878125,96.328125,82.4921875,45.3828125,98.5140625,92.99687499999999,81.69218749999999,-40.53437500000001
66.228125,-50.193749999999994,14.732812499999994,136.809375,404.878125,-51.671875,32.4921875,34.1328125,76.0140625,70.99687499999999,35.44218749999999,-37.53437500000001
59.728125000000006,-152.44375,30.982812499999994,118.309375,462.378125,-8.921875,29.4921875,19.6328125,67.5140625,69.49687499999999,50.19218749999999,-59.28437500000001
58.978125000000006,-105.94375,60.482812499999994,246.559375,526.128125,40.328125,24.2421875,39.6328125,80.7640625,80.99687499999999,64.94218749999999,-17.28437500000001
53.228125000000006,-83.94375,52.482812499999994,144.059375,373.128125,-29.921875,41.2421875,36.3828125,69.7640625,74.74687499999999,57.94218749999999,-69.78437500000001
94.228125,-101.44375,67.9828125,217.309375,452.128125,24.828125,46.2421875,85.8828125,103.5140625,133.496875,102.69218749999999,-58.53437500000001
83.728125,-151.94375,-8.517187500000006,151.309375,380.878125,-94.421875,-21.7578125,31.3828125,92.2640625,49.24687499999999,33.94218749999999,-55.78437500000001
127.478125,-67.19375,42.982812499999994,203.809375,328.878125,-35.171875,26.2421875,130.8828125,154.0140625,101.74687499999999,77.44218749999999,30.46562499999999
48.978125000000006,-256.94375,13.982812499999994,125.059375,352.878125,-73.421875,-40.2578125,6.6328125,77.5140625,29.99687499999999,44.94218749999999,-44.78437500000001
55.978125000000006,-168.44375,21.232812499999994,98.559375,187.128125,-145.671875,-31.0078125,27.3828125,81.0140625,41.24687499999999,55.44218749999999,-64.78437500000001
89.978125,-121.19375,-6.517187500000006,143.559375,381.128125,-51.171875,-30.0078125,68.1328125,99.2640625,39.74687499999999,33.94218749999999,91.71562499999999
54.728125000000006,-57.443749999999994,11.982812499999994,178.059375,345.128125,-13.921875,-26.2578125,32.1328125,76.7640625,39.74687499999999,35.44218749999999,104.71562499999999
53.478125000000006,-87.44375,21.732812499999994,307.309375,417.628125,76.078125,-7.2578125,41.8828125,68.2640625,56.74687499999999,46.44218749999999,54.46562499999999
108.478125,62.806250000000006,34.732812499999994,220.809375,317.378125,91.828125,16.7421875,110.6328125,127.7640625,64.99687499999999,53.69218749999999,133.465625
58.728125000000006,-16.693749999999994,14.732812499999994,230.559375,303.128125,78.328125,-13.2578125,81.8828125,97.0140625,36.99687499999999,34.19218749999999,188.215625
10.228125000000006,-48.943749999999994,-41.767187500000006,157.559375,173.128125,-15.671875,-126.7578125,193.1328125,41.264062499999994,-40.50312500000001,-15.307812500000011,165.215625
62.228125000000006,45.306250000000006,38.732812499999994,293.559375,257.378125,197.078125,13.7421875,295.3828125,94.7640625,58.74687499999999,63.44218749999999,214.465625
45.228125000000006,-28.693749999999994,-26.517187500000006,150.059375,37.128125,81.328125,-56.7578125,246.1328125,49.264062499999994,15.246874999999989,1.4421874999999886,157.465625
-37.271874999999994,-178.19375,-91.0171875,-30.690624999999997,21.878124999999997,-66.671875,-193.0078125,83.8828125,-56.485937500000006,-132.503125,-93.80781250000001,72.71562499999999
22.478125000000006,-41.943749999999994,-15.767187500000006,106.559375,-33.621875,63.078125,-80.2578125,203.3828125,38.514062499999994,7.496874999999989,4.692187499999989,124.21562499999999
2.4781250000000057,-203.69375,-11.517187500000006,52.309375,-6.621875000000003,4.578125,-61.0078125,119.3828125,16.014062499999994,-12.753125000000011,-4.057812500000011,90.96562499999999
51.228125000000006,-129.44375,6.232812499999994,134.559375,15.628124999999997,106.578125,-40.2578125,167.8828125,51.514062499999994,29.99687499999999,12.942187499999989,117.96562499999999
-3.0218749999999943,-108.19375,-20.517187500000006,97.059375,-21.871875000000003,18.328125,-72.0078125,119.6328125,19.014062499999994,-20.00312500000001,-34.05781250000001,130.965625
9.978125000000006,13.806250000000006,-36.017187500000006,60.559375,-66.121875,15.828125,-72.2578125,142.8828125,28.764062499999994,-23.25312500000001,-53.55781250000001,114.21562499999999
15.728125000000006,-20.693749999999994,-36.267187500000006,97.559375,-54.621875,61.078125,-91.7578125,116.6328125,32.264062499999994,-28.00312500000001,-39.80781250000001,119.21562499999999
-39.521874999999994,-63.943749999999994,-68.2671875,-3.190624999999997,-91.371875,-96.171875,-159.0078125,21.1328125,-23.235937500000006,-102.75312500000001,-97.05781250000001,107.71562499999999
41.978125000000006,111.80625,10.482812499999994,164.309375,22.878124999999997,144.078125,-23.2578125,136.6328125,60.514062499999994,29.24687499999999,7.942187499999989,244.215625
61.978125000000006,105.80625,14.982812499999994,125.059375,-40.121875,102.828125,-25.0078125,170.6328125,80.7640625,46.99687499999999,19.44218749999999,194.465625
-16.771874999999994,-60.693749999999994,-74.2671875,-29.690624999999997,-188.121875,-49.921875,-169.5078125,-4.6171875,-25.985937500000006,-113.25312500000001,-108.30781250000001,151.715625
20.478125000000006,36.056250000000006,-23.267187500000006,129.809375,-167.621875,4.578125,-101.2578125,66.3828125,12.764062499999994,-35.25312500000001,-33.30781250000001,165.715625
-24.521874999999994,-51.943749999999994,-85.2671875,-42.440625,-278.871875,-52.171875,-150.0078125,11.6328125,-17.485937500000006,-82.00312500000001,-114.05781250000001,103.71562499999999
