F3 Value,FC6 Value,P7 Value,T8 Value,F7 Value,F8 Value,T7 Value,P8 Value,AF4 Value,F4 Value,AF3 Value,O2 Value,O1 Value,FC5 Value,X Value,Y Value,Z Value,Unknown Value
-194688,-182408,-676872,0,-176280,-270720,0,-1027824,-1520,-1320960,-248848,-1292544,-1366632,-327320,0,0,,653480
-185472,-189656,-841824,0,-197976,-259440,0,-1566208,-1272,-1244160,-270272,-1388016,-1462536,-290080,0,0,,193328
-162432,-179992,-1018152,0,-168144,-239136,0,-1447344,-1320,-1167360,-268624,-1241136,-1494504,-288120,0,0,,696
-169344,-178784,-790632,0,-162720,-250416,0,-978880,-1408,-1190400,-252144,-1094256,-1278720,-313600,0,0,,104192
-175104,-186032,-528984,0,-170856,-270720,0,-797088,-1296,-1274880,-232368,-1101600,-1254744,-299880,0,0,,685656
-179712,-170328,-608616,0,-151872,-236880,0,-1202624,-1440,-1397760,-238960,-1182384,-1342656,-321440,0,0,,201600
-176256,-154624,-779256,0,-124752,-207552,0,-1768976,-1264,-1320960,-235664,-1285200,-1318680,-276360,0,0,,2184
-156672,-151000,-1001088,0,-86784,-205296,0,-1335472,-1304,-1190400,-217536,-1380672,-1502496,-294000,0,0,,108928
-150912,-151000,-1040904,0,-67800,-203040,0,-566352,-1400,-1213440,-215888,-1299888,-1590408,-309680,0,0,,714984
-190080,-163080,-739440,0,-119328,-225600,0,-1090752,-1280,-1344000,-229072,-1270512,-1390608,-276360,0,0,,212064
-218880,-167912,-540360,0,-146448,-223344,0,-1859872,-1464,-1367040,-238960,-1388016,-1334664,-325360,0,0,,760
-187776,-171536,-733752,0,-94920,-212064,0,-1195632,-1320,-1152000,-238960,-1373328,-1454544,-292040,0,0,,115200
-176256,-175160,-972648,0,-65088,-239136,0,-664240,-1312,-1013760,-240608,-1321920,-1470528,-286160,0,0,,744960
-190080,-165496,-853200,0,-94920,-239136,0,-1097744,-1424,-1036800,-245552,-1380672,-1366632,-307720,0,0,,220304
-161280,-163080,-676872,0,-97632,-225600,0,-1097744,-1272,-975360,-260384,-1292544,-1230768,-280280,0,0,,1584
-142848,-163080,-739440,0,-103056,-230112,0,-769120,-1424,-860160,-266976,-1145664,-1198800,-329280,0,0,,120000
-158976,-163080,-722376,0,-151872,-252672,0,-957904,-1352,-821760,-260384,-1233792,-1190808,-297920,0,0,,778104
-141696,-164288,-728064,0,-122040,-272976,0,-1419376,-1344,-829440,-243904,-1299888,-1182816,-278320,0,0,,228480
-99072,-152208,-864576,0,-48816,-243648,0,-1461328,-1424,-714240,-197760,-1248480,-1230768,-303800,0,0,,1648
-112896,-146168,-819072,0,-70512,-218832,0,-1041808,-1208,-744960,-201056,-1189728,-1262736,-266560,0,0,,124800
-168192,-178784,-904392,0,-113904,-282000,0,-1160672,-1352,-1121280,-275216,-1233792,-1430568,-297920,0,0,,807240
-177408,-200528,-1057968,0,-78648,-315840,0,-1706048,-1344,-1244160,-280160,-1321920,-1446552,-299880,0,0,,239984
-173952,-175160,-784944,0,-78648,-232368,0,-1601168,-1360,-1075200,-235664,-1255824,-1222776,-305760,0,0,,2568
-193536,-176368,-574488,0,-130176,-214320,0,-1076768,-1488,-1036800,-247200,-1167696,-1262736,-317520,0,0,,129600
-186624,-206568,-756504,0,-151872,-282000,0,-839040,-1288,-1052160,-271920,-1299888,-1430568,-256760,0,0,,837992
-172800,-212608,-773568,0,-135600,-284256,0,-440496,-1384,-1152000,-275216,-1307232,-1286712,-292040,0,0,,249040
-161280,-194488,-659808,0,-94920,-259440,0,-328624,-1320,-1105920,-260384,-1160352,-1110888,-288120,0,0,,888
-150912,-178784,-824760,0,-100344,-257184,0,-887984,-1280,-913920,-257088,-1226448,-1294704,-276360,0,0,,134400
-163584,-178784,-813384,0,-124752,-257184,0,-880992,-1408,-936960,-278512,-1255824,-1366632,-325360,0,0,,868744
-164736,-193280,-597240,0,-146448,-259440,0,-706192,-1224,-1059840,-304880,-1160352,-1102896,-282240,0,0,,257184
-161280,-202944,-682560,0,-154584,-268464,0,-1223600,-1376,-1121280,-318064,-1101600,-1070928,-286160,0,0,,1840
-158976,-195696,-830448,0,-160008,-282000,0,-1377424,-1368,-1090560,-290048,-1086912,-1254744,-288120,0,0,,140128
-155520,-198112,-813384,0,-157296,-315840,0,-1055792,-1272,-1105920,-276864,-1226448,-1390608,-280280,0,0,,900432
-175104,-210192,-858888,0,-146448,-324864,0,-964896,-1448,-1259520,-301584,-1307232,-1390608,-321440,0,0,,266208
-195840,-204152,-881640,0,-157296,-304560,0,-992864,-1312,-1397760,-319712,-1108944,-1214784,-280280,0,0,,0
-194688,-187240,-750816,0,-176280,-275232,0,-818064,-1384,-1420800,-314768,-991440,-1238760,-309680,0,0,,143040
-177408,-179992,-676872,0,-178992,-250416,0,-860016,-1360,-1344000,-294992,-1094256,-1390608,-329280,0,0,,931216
-164736,-195696,-784944,0,-160008,-266208,0,-1216608,-1248,-1428480,-286752,-1130976,-1334664,-286160,0,0,,274256
-177408,-218648,-853200,0,-146448,-286512,0,-1279536,-1440,-1620480,-313120,-1189728,-1318680,-299880,0,0,,2952
-187776,-217440,-802008,0,-141024,-295536,0,-1139696,-1312,-1628160,-347728,-1299888,-1358640,-272440,0,0,,148800
-206208,-218648,-784944,0,-178992,-318096,0,-1181648,-1408,-1781760,-375744,-1388016,-1318680,-315560,0,0,,963000
-221184,-244016,-864576,0,-230520,-345168,0,-1321488,-1432,-2012160,-383984,-1417392,-1494504,-325360,0,0,,283248
-199296,-242808,-1001088,0,-189840,-338400,0,-1237584,-1208,-1866240,-354320,-1307232,-1678320,-268520,0,0,,2032
-191232,-219856,-961272,0,-146448,-315840,0,-1048800,-1384,-1597440,-324656,-1380672,-1470528,-319480,0,0,,281792
-196992,-221064,-830448,0,-165432,-309072,0,-1090752,-1320,-1512960,-332896,-1534896,-1278720,-309680,0,0,,281792
-210816,-221064,-978336,0,-170856,-302304,0,-1090752,-1360,-1597440,-355968,-1402704,-1470528,-306464,0,0,,281792
-224640,-222272,-1126224,0,-206112,-333888,0,-1090752,-1416,-1720320,-370944,-1292544,-1606392,-320128,0,0,,281792
-203904,-230728,-949896,0,-265776,-369984,0,-1251568,-1272,-1597440,-344448,-1432080,-1414584,-288896,0,0,,281792
-179712,-207776,-870264,0,-235944,-338400,-4272,-1503280,-1432,-1336320,-311328,-1520208,-1382616,-329888,0,0,,281792
-173952,-179992,-994048,0,-168144,-302304,-4056,-1608160,-1312,-1152000,-309672,-1556928,-1518480,-304512,0,0,,281792
-185472,-195696,-1010992,0,-165432,-311328,-4008,-1230592,-1320,-1175040,-332856,-1564272,-1492640,-296704,0,0,,281792
-205056,-224688,-841552,0,-219672,-333888,-4296,-769120,-1448,-1328640,-349416,-1283800,-1374800,-320128,0,0,,281792
-209664,-225896,-638224,0,-282048,-358704,-3984,-918704,-1312,-1466880,-357696,-1203104,-1186256,-296704,0,0,,281792
-208512,-223480,-700352,-1360,-254928,-379008,-4248,-1295784,-1440,-1559040,-351072,-1525888,-1154832,-341600,0,0,,281792
-201600,-234352,-943216,-1360,-160008,-426288,-4128,-1186088,-1320,-1505280,-334512,-1555232,-1280528,-308416,0,0,,281792
-190080,-233144,-1118304,-1376,-178992,-408312,-4176,-1302640,-2640,-1428480,-349416,-1357160,-1429792,-283040,0,0,,281792
-191232,-293280,-1010992,-1376,-263064,-410880,-4272,-1419192,-2928,-1351680,-357696,-1459864,-1421936,-318176,0,0,,281792
-209664,-283920,-790720,-1360,-246792,-400608,-3744,-1014688,-2576,-1286568,-337824,-1489208,-1296240,-298656,0,0,,281792
-211968,-255840,-785072,-1400,-143736,-345184,-4152,-891280,-2864,-1355904,-326232,-1239784,-1335520,-333792,0,0,,281792
-167040,-244920,-852848,-1408,-78648,-285936,-4224,-1199800,-3984,-1294272,-276552,-1195768,-1327664,-300608,0,0,,281792
-132480,-254280,-948864,-1368,-73224,-244720,-4176,-1083248,-3672,-1171008,-230184,-1327816,-1304096,-263520,0,0,,256
-140544,-226200,-937568,-1320,-70512,-218960,-4392,-767872,-4248,-1117080,-250056,-1261792,-1272672,-298656,0,0,,272
-133632,-198120,-835904,-1336,-70512,-247296,-4008,-1199800,-3768,-993816,-256680,-1100400,-1060560,-281088,0,0,,144
-118656,-202800,-824608,-1360,-73224,-267904,-4248,-1350632,-4080,-862848,-223560,-1063720,-942720,-314272,0,0,,0
-134784,-201240,-734240,-1376,-100344,-255024,-4128,-678744,-4176,-793512,-241776,-1093064,-1005568,-294752,0,0,,0
-144000,-184080,-739888,-1400,-97632,-244720,-3960,-431928,-4032,-762696,-264960,-1071056,-1076272,-265472,0,0,,504
-112896,-173160,-988400,-1312,-48816,-224112,-4320,-904992,-4320,-770400,-223560,-1034376,-1186256,-302560,0,0,,176
-97920,-215280,-960160,-1264,-78648,-260176,-3864,-1138096,-3768,-885960,-230184,-1078392,-1123408,-275232,0,0,,184
-158976,-274560,-604336,-1416,-157296,-350336,-4152,-966696,-4200,-1124784,-311328,-1085728,-934864,-310368,0,0,,192
-200448,-279240,-609984,-1464,-173568,-376096,-4344,-781584,-4248,-1240344,-324576,-1078392,-1076272,-312320,0,0,,600
-178560,-254280,-926272,-1336,-157296,-311696,-4056,-829576,-3984,-1171008,-293112,-1210440,-1209824,-275232,0,0,,416
-176256,-246480,-982752,-1328,-173568,-280784,-4272,-1371200,-4440,-1140192,-309672,-1335152,-1186256,-308416,0,0,,216
-187776,-252720,-869792,-1392,-216960,-334880,-4056,-1453472,-3816,-1163304,-334512,-1364496,-1319808,-273280,0,0,,0
-185472,-265200,-835904,-1432,-254928,-345184,-4272,-637608,-4056,-1248048,-327888,-1349824,-1335520,-296704,0,0,,464
-176256,-282360,-790720,-1432,-241368,-314272,-4248,-575904,-4296,-1232640,-316296,-1327816,-1209824,-306464,0,0,,480
-156672,-269880,-869792,-1360,-187128,-309120,-3960,-1522032,-3936,-1070856,-306360,-1423184,-1256960,-267424,0,0,,0
-160128,-243360,-965808,-1352,-173568,-309120,-4296,-1522032,-4344,-1070856,-303048,-1547896,-1343376,-322080,0,0,,256
-161280,-255840,-802016,-1400,-173568,-296240,-3960,-692456,-3864,-1117080,-293112,-1445192,-1241248,-290848,0,0,,528
-145152,-269880,-655168,-1416,-127464,-283360,-4152,-651320,-4080,-1086264,-263304,-1247120,-1201968,-277184,0,0,,816
-152064,-255840,-587392,-1408,-105768,-267904,-4272,-822720,-4344,-1117080,-245088,-1203104,-1091984,-302560,0,0,,280
-170496,-234000,-706000,-1384,-130176,-249872,-3864,-904992,-3960,-1171008,-253368,-1232448,-1099840,-283040,0,0,,0
-180864,-227760,-1112656,-1384,-149160,-273056,-4296,-1357488,-4464,-1217232,-279864,-1313144,-1437648,-314272,0,0,,296
-192384,-252720,-1078768,-1392,-189840,-334880,-4008,-1371200,-4056,-1201824,-317952,-1401176,-1343376,-284992,0,0,,304
-217728,-290160,-677760,-1384,-244080,-360640,-3936,-623896,-4056,-1294272,-359352,-1364496,-1131264,-292800,0,0,,0
-224640,-283920,-660816,-1288,-252216,-301392,-4200,-548480,-4344,-1294272,-359352,-1320480,-1280528,-318176,0,0,,320
-194688,-237120,-960160,-1256,-235944,-260176,-3864,-1364344,-3816,-1093968,-334512,-1349824,-1327664,-288896,0,0,,984
-186624,-227760,-1016640,-1384,-241368,-270480,-4272,-1398624,-4224,-1101672,-339480,-1232448,-1256960,-324032,0,0,,0
-190080,-258960,-920624,-1424,-249504,-275632,-4152,-809008,-4008,-1140192,-329544,-1100400,-1296240,-292800,0,0,,1032
-196992,-276120,-920624,-1360,-257640,-278208,-4008,-857000,-4080,-1155600,-341136,-1276464,-1429792,-304512,0,0,,704
-217728,-269880,-926272,-1376,-279336,-280784,-4248,-1124384,-4320,-1186416,-380880,-1415848,-1508352,-337696,0,0,,0
-207360,-246480,-1039232,-1416,-225096,-249872,-4032,-1254648,-3672,-1124784,-356040,-1269128,-1484784,-273280,0,0,,1104
-192384,-221520,-1090064,-1368,-168144,-224112,-4200,-1343776,-4152,-1124784,-299736,-1261792,-1374800,-302560,0,0,,376
-190080,-237120,-914976,-1296,-211536,-252448,-3960,-980408,-4152,-1155600,-271584,-1371832,-1272672,-308416,0,0,,768
-199296,-280800,-841552,-1320,-276624,-285936,-4104,-610184,-4104,-1255752,-288144,-1225112,-1280528,-310368,0,0,,392
-207360,-304200,-994048,-1384,-254928,-311696,-4440,-980408,-4392,-1355904,-304704,-1144416,-1366944,-329888,0,0,,800
-193536,-276120,-999696,-1400,-238656,-324576,-4032,-1295784,-3888,-1371312,-327888,-1283800,-1366944,-277184,0,0,,816
-218880,-277680,-858496,-1368,-311880,-316848,-4320,-911848,-4272,-1463760,-382536,-1386504,-1311952,-324032,0,0,,416
-233856,-313560,-982752,-1328,-328152,-298816,-4176,-1007832,-4032,-1394424,-374256,-1291136,-1343376,-322080,0,0,,424
-183168,-276120,-1090064,-1328,-257640,-260176,-4056,-1432904,-3888,-1101672,-296424,-1137080,-1351232,-294752,0,0,,0
-168192,-223080,-881088,-1312,-238656,-236992,-4344,-1186088,-4512,-1040040,-273240,-1254456,-1311952,-331840,0,0,,440
-196992,-237120,-892384,-1280,-260352,-257600,-3864,-877568,-3960,-1140192,-308016,-1437856,-1351232,-288896,0,0,,0
-199296,-243360,-1169136,-1392,-238656,-270480,-4224,-1035256,-4128,-1186416,-326232,-1386504,-1476928,-310368,0,0,,0
-187776,-249600,-1118304,-1448,-235944,-288512,-4272,-1309496,-4080,-1217232,-321264,-1305808,-1516208,-312320,0,0,,1392
-202752,-274560,-864144,-1368,-276624,-322000,-3936,-1117528,-3864,-1248048,-301392,-1371832,-1366944,-298656,0,0,,944
-208512,-257400,-858496,-1376,-263064,-293664,-4296,-877568,-4416,-1209528,-281520,-1357160,-1233392,-333792,0,0,,1440
-184320,-237120,-1010992,-1424,-214248,-260176,-4008,-1076392,-3888,-1147896,-268272,-1247120,-1272672,-279136,0,0,,976
-187776,-244920,-1016640,-1400,-230520,-275632,-4128,-1021544,-4128,-1194120,-271584,-1195768,-1280528,-283040,0,0,,496
-205056,-243360,-818960,-1400,-298320,-301392,-4200,-754160,-4104,-1255752,-309672,-1078392,-1099840,-298656,0,0,,0
-232848,-266760,-807664,-1416,-363408,-327152,-4032,-952984,-3744,-1409832,-359352,-1056384,-1139120,-306464,0,0,,0
-264600,-294840,-1050528,-1400,-344424,-332304,-4320,-1261504,-4368,-1533096,-356040,-1291136,-1445504,-360864,0,0,,0
-234024,-248040,-1016640,-1376,-241368,-278208,-3912,-1117528,-4056,-1217232,-284832,-1327816,-1421936,-298368,0,0,,0
-186984,-213720,-926272,-1368,-208824,-234416,-4080,-898136,-4200,-955296,-238464,-1122408,-1264816,-306432,0,0,,0
-216384,-260520,-988400,-1376,-317304,-301392,-1400,-877568,-4248,-1155600,-288144,-1210440,-1249104,-334656,0,0,,0
-251664,-276120,-984024,-1392,-363408,-347760,-1296,-1007832,-3840,-1294272,-359352,-1401176,-1264816,-306432,0,0,,0
-232848,-229320,-1131912,-1416,-252216,-273056,-1400,-1268360,-4296,-1070856,-324576,-1239784,-1391928,-326592,0,0,,0
-224616,-218400,-1154664,-1392,-249504,-239568,-1296,-1000976,-3912,-939888,-259992,-1066040,-1360472,-290304,0,0,,0
-258720,-262080,-1057968,-1400,-366120,-293664,-1344,-856080,-4176,-1132488,-308016,-1213080,-1273968,-320544,0,0,,0
-258720,-280800,-1126224,-1408,-366120,-316848,-1440,-1322400,-4416,-1217232,-365976,-1316008,-1407656,-344736,0,0,,0
-241080,-280800,-989712,-1376,-341712,-361800,-1320,-1245840,-3888,-1163304,-352728,-1191024,-1297560,-290304,0,0,,0
-249312,-282360,-921456,-1384,-374256,-383240,-1416,-1002240,-4296,-1194120,-324576,-1095448,-1171736,-314496,0,0,,0
-219912,-262680,-1154664,-1352,-347136,-302840,-1344,-1468560,-4008,-1040040,-284832,-1132208,-1329016,-292320,0,0,,0
-202272,-238800,-1035216,-1344,-301032,-230480,-1368,-1120560,-4104,-899496,-273240,-1146912,-1281832,-310464,0,0,,0
-237552,-245168,-711000,-1384,-341712,-294800,-1448,-327120,-4392,-1030192,-298080,-1146912,-1108824,-346752,0,0,,0
-239904,-269048,-949896,-1376,-371544,-345720,-1328,-828240,-4008,-1107072,-311328,-1286600,-1266104,-294336,0,0,,0
-235200,-288408,-1171728,-1352,-339000,-324280,-1400,-1447680,-4536,-1176264,-326232,-1433640,-1439112,-328608,0,0,,0
-266952,-280528,-938520,-1352,-336288,-329640,-1360,-1482480,-4032,-1237768,-336168,-1440992,-1384064,-322560,0,0,,622080
-274008,-234824,-1075032,-1384,-333576,-326960,-1424,-1482480,-3792,-1207016,-316296,-1301304,-1439112,-312480,0,0,,218448
-259896,-226944,-1399248,-1376,-320016,-294800,-1496,-1120560,-4464,-1153200,-304704,-1213080,-1564936,-338688,0,0,,664
-269304,-275800,-1205856,-1360,-368832,-343040,-1304,-967440,-4128,-1160888,-321264,-1242488,-1533480,-316512,0,0,,132384
-277536,-291560,-847512,-1376,-423072,-375200,-1408,-1259760,-4368,-1214704,-344448,-1220432,-1399792,-350784,0,0,,654160
-246960,-269496,-847512,-1360,-379680,-332320,-1392,-1169280,-4080,-1114760,-337824,-1080744,-1250376,-316512,0,0,,229104
-235200,-277376,-1097784,-1344,-333576,-348400,-1352,-1113600,-3912,-1114760,-316296,-1066040,-1305424,-294336,0,0,,1392
-262248,-315200,-1154664,-1376,-349848,-420760,-1456,-1440720,-4416,-1299272,-314640,-1191024,-1431248,-342720,0,0,,139392
-259896,-335688,-944208,-1416,-355272,-431480,-1328,-1280640,-4008,-1406904,-327888,-1191024,-1273968,-322560,0,0,,684944
-248136,-312048,-767880,-1376,-320016,-402000,-1416,-828240,-4272,-1399216,-321264,-1066040,-1038048,-356832,0,0,,239040
-239904,-289984,-915768,-1272,-273912,-396640,-1416,-1016160,-4128,-1299272,-286488,-1154264,-1100960,-324576,0,0,,0
-219912,-278952,-1268424,-1288,-227808,-353760,-1336,-1447680,-3960,-1199328,-273240,-1345416,-1525616,-270144,0,0,,145728
-228144,-280528,-1183104,-1400,-244080,-294800,-1408,-1218000,-4344,-1183952,-283176,-1191024,-1635712,-324576,0,0,,714240
-251664,-321504,-813384,-1408,-333576,-345720,-1304,-932640,-3792,-1260832,-296424,-1146912,-1297560,-322560,0,0,,251920
-263424,-349872,-910080,-1352,-371544,-423440,-1408,-1315440,-4200,-1453032,-322920,-1558624,-1305424,-350784,0,0,,1520
-243432,-312048,-1194480,-1288,-301032,-404680,-1416,-1538160,-4272,-1391528,-312984,-1654200,-1612120,-332640,0,0,,152832
-205800,-266344,-1205856,-1288,-244080,-343040,-1328,-1259760,-3864,-1122448,-273240,-1316008,-1541344,-290304,0,0,,744960
-226968,-294712,-1012464,-1368,-287472,-337680,-1432,-1023120,-4392,-1137824,-291456,-1271896,-1344744,-340704,0,0,,261072
-275184,-346720,-910080,-1408,-344424,-393960,-1328,-1078800,-4032,-1337712,-337824,-1367472,-1289696,-324576,0,0,,0
-275184,-337264,-1131912,-1360,-325440,-407360,-1408,-1308480,-4200,-1514536,-339480,-1279248,-1305424,-326592,0,0,,158400
-238728,-299440,-1262736,-1272,-301032,-361800,-1408,-1322400,-4248,-1476096,-321264,-1301304,-1423384,-314496,0,0,,778104
-236376,-305744,-1057968,-1296,-320016,-356440,-1272,-988320,-4032,-1299272,-309672,-1374824,-1478432,-296352,0,0,,270912
-274008,-338840,-1023840,-1360,-336288,-385920,-1408,-842160,-4536,-1360776,-311328,-1367472,-1431248,-352800,0,0,,1648
-286944,-334112,-1120536,-1288,-339000,-377880,-1360,-1092720,-3936,-1468408,-344448,-1316008,-1352608,-308448,0,0,,163072
-271656,-286832,-1006776,-1288,-320016,-318920,-1424,-1231920,-4032,-1330024,-352728,-1213080,-1313288,-312480,0,0,,807240
-230496,-234824,-995400,-1424,-284760,-265320,-1464,-1315440,-4224,-1107072,-286488,-1088096,-1281832,-336672,0,0,,282384
-212856,-252160,-1029528,-1464,-298320,-281400,-1320,-1141440,-3816,-1107072,-261648,-1051336,-1266104,-306432,0,0,,2568
-242256,-313624,-995400,-1344,-333576,-343040,-1432,-647280,-4392,-1260832,-311328,-1220432,-1384064,-348768,0,0,,169344
-235200,-312048,-1194480,-1256,-339000,-348400,-1384,-716880,-4032,-1199328,-317952,-1360120,-1494160,-314496,0,0,,838864
-223440,-266344,-1353744,-1328,-339000,-302840,-1392,-1301520,-3984,-1137824,-311328,-1338064,-1580664,-308448,0,0,,294800
-250488,-275800,-1052280,-1344,-363408,-318920,-1392,-1169280,-4248,-1276208,-327888,-1338064,-1596392,-340704,0,0,,888
-239904,-305744,-870264,-1264,-355272,-351080,-1320,-730800,-4008,-1299272,-308016,-1360120,-1533480,-308448,0,0,,176512
-209328,-288408,-1131912,-1336,-298320,-329640,-1504,-1141440,-4488,-1207016,-274896,-1308656,-1478432,-334656,0,0,,867840
-206976,-271072,-1222920,-1424,-263064,-313560,-1416,-1566000,-4176,-1183952,-276552,-1308656,-1352608,-306432,0,0,,302784
-231672,-296288,-995400,-1400,-317304,-343040,-1360,-1085760,-4320,-1283896,-316296,-1382176,-1258240,-322560,0,0,,0
-249312,-299440,-904392,-1408,-382392,-356440,-1432,-779520,-4656,-1253144,-347760,-1301304,-1321152,-360864,0,0,,181888
-215208,-258464,-1018152,-1416,-336288,-300160,-1320,-995280,-3984,-1068632,-319608,-1095448,-1289696,-314496,0,0,,898560
-185808,-230096,-1137600,-1352,-244080,-249240,-1448,-1016160,-4272,-1030192,-266616,-1110152,-1289696,-342720,0,0,,313408
-190512,-236400,-1228608,-1312,-252216,-284080,-1392,-1064880,-4152,-1068632,-243432,-1338064,-1509888,-316512,0,0,,0
-206976,-263192,-1228608,-1352,-322728,-364480,-1336,-1120560,-4272,-1168576,-271584,-1411584,-1541344,-308448,0,0,,188160
-228144,-280528,-1040904,-1376,-330864,-359120,-1440,-1016160,-4680,-1268520,-301392,-1338064,-1352608,-358848,0,0,,929280
-226968,-263192,-853200,-1312,-263064,-300160,-1360,-1113600,-4056,-1176264,-296424,-1330712,-1266104,-322560,0,0,,326960
-212856,-234824,-1012464,-1320,-246792,-270680,-1480,-1169280,-4416,-1099384,-263304,-1338064,-1321152,-332640,0,0,,0
-198744,-236400,-1222920,-1408,-271200,-276040,-1432,-1245840,-4392,-1107072,-230184,-1323360,-1360472,-312480,0,0,,197408
-203448,-234824,-1194480,-1400,-268488,-281400,-1376,-1454640,-4272,-1122448,-246744,-1338064,-1439112,-314496,0,0,,961000
-230496,-230096,-1137600,-1360,-303744,-284080,-1472,-1280640,-4584,-1183952,-276552,-1382176,-1541344,-358848,0,0,,334656
-229320,-244280,-1239984,-1368,-330864,-289440,-1352,-988320,-3888,-1199328,-263304,-1448344,-1557072,-298368,0,0,,2032
-194040,-217488,-1365120,-1400,-260352,-243880,-1424,-1385040,-4152,-1060944,-228528,-1345416,-1541344,-318528,0,0,,373184
-188160,-190696,-1177416,-1368,-230520,-211720,-1384,-1740000,-4200,-953312,-223560,-1124856,-1391928,-326592,0,0,,373184
-218736,-223792,-966960,-1360,-322728,-268000,-1336,-1085760,-3960,-1107072,-258336,-1220432,-1297560,-312120,0,0,,373184
-228144,-258464,-1057968,-1312,-363408,-318920,-1504,-549840,-4392,-1230080,-270272,-1411584,-1462704,-354960,0,0,,373184
-201096,-249008,-1092096,-1264,-290376,-297480,-1376,-1120560,-3936,-1091696,-234016,-1293952,-1439112,-314160,0,0,,373184
-189336,-208032,-1097784,-1328,-205128,-227800,-1360,-1579920,-4200,-1030192,-196112,-1264544,-1313288,-318240,0,0,,373184
-197568,-192272,-1225152,-1336,-202464,-235840,-1360,-1238880,-4224,-1137824,-192816,-1404232,-1407656,-314160,0,0,,373184
-205800,-234824,-1185448,-1296,-287712,-324280,-1352,-897840,-3816,-1245456,-238960,-1374824,-1467576,-297840,0,0,,373184
-223440,-282104,-986928,-1328,-354312,-367160,-1472,-974400,-4320,-1368464,-291696,-1386504,-1467576,-352920,0,0,,373184
-211680,-263192,-1043648,-1344,-319680,-305520,-1312,-1324920,-3960,-1314648,-258736,-1481872,-1561752,-314160,0,0,,373184
-202272,-203304,-1213808,-2640,-266400,-222440,-1360,-1505920,-4128,-1191640,-204352,-1371832,-1585296,-318240,0,0,,373184
-217560,-185968,-1128728,-2608,-295704,-231768,-1416,-1310440,-4152,-1183952,-220832,-1283800,-1404792,-332520,0,0,,373184
-224616,-217488,-1043648,-2688,-335664,-298368,-1328,-948440,0,-1299272,-275216,-1291136,-1255680,-306000,0,0,,373184
-221088,-249008,-1157088,-2672,-295704,-301032,-1464,-1122200,0,-1383840,-301584,-1320480,-1404792,-340680,0,0,,373184
-189336,-241128,-1185448,-2592,-229104,-261072,-1336,-1426280,0,-1239056,-248848,-1342488,-1428336,-293760,0,0,,373184
-184632,-230096,-1094696,-2688,-266400,-273360,-1368,-1158400,0,-1262144,-220832,-1247120,-1137960,-308040,0,0,,373184
-231672,-277376,-1083352,-2720,-378288,-351080,-1464,-1071520,-1408,-1493024,-288400,-1217776,-1247832,-348840,0,0,,373184
-234024,-301016,-1094696,-2608,-386280,-369840,-1320,-1542120,-1192,-1462240,-321360,-1349824,-1561752,-299880,0,0,,128
-189336,-250584,-1020960,-2624,-311688,-321600,-1400,-1708640,-1328,-1292928,-257088,-1379168,-1420488,-318240,0,0,,408
-176400,-242704,-986928,-2688,-301032,-305520,-1352,-1209080,-1288,-1285232,-222480,-1269128,-1122264,-299880,0,0,,144
-218736,-296288,-1111712,-2640,-340992,-329640,-1376,-883280,-1312,-1400672,-281808,-1225112,-1263528,-324360,0,0,,456
-229320,-283680,-1168432,-2592,-348984,-324280,-1432,-1317680,-1400,-1339104,-291696,-1210440,-1514664,-350880,0,0,,480
-191688,-225368,-1072008,-2608,-325008,-292120,-1336,-1657960,-1264,-1139008,-232368,-1173760,-1381248,-281520,0,0,,0
-201096,-236400,-964240,-2624,-327672,-310880,-1424,-1187360,-1432,-1223664,-229072,-1129744,-1114416,-324360,0,0,,352
-230496,-291560,-890504,-2608,-383616,-361800,-1344,-962920,-1312,-1339104,-278512,-1173760,-1059480,-334560,0,0,,184
-222264,-304168,-1140072,-2640,-410256,-353760,-1376,-1426280,-1240,-1231360,-293344,-1371832,-1444032,-318240,0,0,,0
-208152,-260040,-1361280,-2768,-340992,-316240,-1480,-1571080,-1424,-1154400,-260384,-1423184,-1695168,-320280,0,0,,0
-217560,-242704,-1157088,-2736,-290376,-348400,-1288,-1267000,-1336,-1223664,-271920,-1239784,-1436184,-295800,0,0,,208
-241080,-274224,-1123056,-2704,-322344,-385920,-1392,-1093240,-1456,-1369888,-321360,-1261792,-1491120,-359040,0,0,,432
-237552,-272648,-1185448,-2800,-338328,-356440,-1440,-1151160,-1328,-1362192,-306528,-1401176,-1703016,-330480,0,0,,672
-209328,-228520,-1072008,-2720,-317016,-305520,-1360,-1397320,-1240,-1223664,-255440,-1283800,-1616688,-291720,0,0,,464
-186984,-233248,-1179776,-2608,-322344,-300160,-1384,-1498680,-1424,-1085136,-240608,-1173760,-1530360,-330480,0,0,,240
-171696,-245856,-1276200,-2704,-325008,-308200,-1288,-1346640,-1288,-946608,-229072,-1283800,-1373400,-301920,0,0,,248
-197568,-228520,-1020960,-2720,-319680,-300160,-1416,-1390080,-1384,-1069744,-225776,-1437856,-1216440,-330480,0,0,,256
-222264,-249008,-1066336,-2496,-325008,-326960,-1416,-1455240,-1368,-1246752,-262032,-1474536,-1459728,-324360,0,0,,528
-191688,-264768,-1446360,-2560,-311688,-337680,-1352,-1324920,-1288,-1123616,-260384,-1342488,-1710864,-297840,0,0,,544
