F3 Value,FC6 Value,P7 Value,T8 Value,F7 Value,F8 Value,T7 Value,P8 Value,AF4 Value,F4 Value,AF3 Value,O2 Value,O1 Value,FC5 Value,X Value,Y Value,Z Value,Unknown Value
-120744,-186480,-927184,-1416,-250800,-422176,-2704,-839040,0,-753496,-151424,-785840,-1081472,-233632,22,24,,504
-122808,-178560,-1104848,-1336,-258720,-408816,-2832,-1125712,0,-862248,-145600,-935864,-1192800,-255584,21,24,,504
-115584,-165168,-1049328,-1352,-258720,-368736,-2736,-1146688,0,-807872,-125216,-850136,-1049664,-247744,21,24,,627264
-94944,-172608,-838352,-1376,-253440,-368736,-2720,-1048800,0,-644744,-113568,-742976,-787248,-241472,22,24,,218448
-85656,-184512,-816144,-1296,-245520,-403472,-2912,-964896,0,-675816,-120848,-900144,-930384,-260288,22,24,,1992
-102168,-175584,-949392,-1288,-271920,-408816,-2656,-992864,0,-745728,-151424,-1028736,-1200752,-232064,22,24,,124320
-126936,-168144,-1121504,-1424,-264000,-390112,-2816,-957904,0,-753496,-186368,-900144,-1192800,-254016,21,23,,659600
-117648,-172608,-1154816,-1440,-203280,-392784,-2896,-915952,0,-706888,-157248,-828704,-1097376,-243040,22,23,,229792
-115584,-184512,-943840,-1336,-211200,-414160,-2848,-1146688,0,-730192,-129584,-1043024,-1137136,-228928,21,23,,696
-138288,-184512,-832800,-1296,-242880,-384768,-2896,-1356448,0,-792336,-160160,-1128752,-1176896,-252448,22,23,,129536
-120744,-166656,-910528,-1296,-182160,-320640,-2624,-1111728,0,-730192,-152880,-964440,-1033760,-216384,21,23,,690640
-119712,-168144,-954944,-1344,-158400,-325984,-2848,-804080,0,-823408,-147056,-935864,-978096,-238336,22,23,,239760
-152736,-191952,-966048,-1384,-250800,-374080,-2944,-1034816,0,-971000,-192192,-935864,-1105328,-252448,22,23,,728
-145512,-190464,-993808,-1376,-295680,-382096,-2768,-1419376,0,-932160,-195104,-921576,-1192800,-227360,22,23,,136896
-117648,-171120,-971600,-1400,-216480,-363392,-2880,-1363440,0,-854480,-145600,-1028736,-1121232,-239904,22,23,,722424
-112488,-202368,-888320,-1424,-179520,-392784,-2736,-1083760,0,-870016,-139776,-1121608,-946288,-225792,22,23,,250416
-131064,-241056,-921632,-1360,-232320,-422176,-2848,-1398400,0,-924392,-157248,-1164472,-1041712,-257152,22,23,,760
-136224,-208320,-977152,-1280,-240240,-384768,-2848,-1748000,0,-807872,-138320,-1157328,-1232560,-260288,22,23,,142080
-120744,-159216,-960496,-1328,-176880,-339344,-2704,-1132704,0,-737960,-132496,-1028736,-1153040,-217952,22,23,,753496
-134160,-180048,-943840,-1416,-179520,-368736,-2816,-552368,0,-947696,-171808,-978728,-1033760,-246176,22,23,,261856
-163056,-242544,-927184,-1384,-290400,-443552,-2560,-1027824,0,-1126360,-206752,-1164472,-1160992,-244608,22,24,,1584
-167184,-257424,-938288,-1392,-343200,-454240,-2752,-1566208,0,-1103056,-206752,-1228768,-1359792,-250880,22,23,,148000
-145512,-224688,-899424,-1408,-287760,-422176,-2880,-1489296,0,-1033144,-184912,-1100176,-1280272,-252448,22,23,,784568
-133128,-211296,-832800,-1360,-232320,-411488,-2656,-1293520,0,-1025376,-177632,-1064456,-1017856,-230496,22,23,,270912
-148608,-244032,-938288,-1320,-242880,-424848,-2880,-1062784,0,-1118592,-190736,-1071600,-1097376,-249312,22,23,,1648
-150672,-255936,-1043776,-1304,-264000,-446224,-2752,-1020832,0,-1110824,-200928,-1078744,-1320032,-227360,22,23,,154752
-143448,-208320,-904976,-1304,-242880,-416832,-2768,-1356448,0,-978768,-200928,-1093032,-1208704,-238336,21,23,,813120
-136224,-168144,-694000,-1360,-229680,-347360,-2912,-1335472,0,-854480,-171808,-1107320,-1009904,-252448,22,23,,282384
-132096,-174096,-777280,-1440,-237600,-331328,-2640,-1069776,0,-823408,-141232,-1178760,-1145088,-221088,22,24,,0
-145512,-190464,-993808,-1368,-248160,-363392,-2832,-1167664,0,-971000,-152880,-1207336,-1367744,-257152,21,24,,158976
-139320,-199392,-921632,-1264,-258720,-368736,-2816,-1286528,0,-1002072,-158704,-1071600,-1168944,-243040,22,24,,844968
-112488,-191952,-843904,-1344,-234960,-325984,-2752,-1118720,0,-885552,-132496,-1028736,-1025808,-224224,22,24,,294800
-109392,-165168,-855008,-1360,-195360,-299264,-2816,-1027824,0,-854480,-123760,-1157328,-1224608,-238336,22,24,,1776
-140352,-180048,-755072,-1280,-242880,-342016,-2608,-1160672,0,-994304,-168896,-1214480,-1327984,-224224,22,24,,165760
-177504,-226176,-832800,-1352,-311520,-398128,-2816,-1510272,0,-1196272,-203840,-1371648,-1383648,-250880,22,23,,876880
-170280,-233616,-1004912,-1464,-271920,-419504,-2720,-1727024,0,-1281720,-171808,-1507384,-1327984,-230496,22,24,,303696
-146544,-233616,-893872,-1384,-227040,-400800,-2704,-1335472,0,-1336096,-148512,-1400224,-1160992,-210112,22,23,,1840
-150672,-235104,-738416,-1264,-242880,-382096,-2864,-1027824,0,-1289488,-161616,-1343072,-1216656,-241472,22,23,,173536
-164088,-223200,-866112,-1272,-248160,-390112,-2720,-1244576,0,-1180736,-174720,-1464520,-1312080,-233632,22,23,,908856
-177504,-236592,-954944,-1368,-269280,-411488,-2992,-1258560,0,-1320560,-211120,-1435944,-1176896,-258720,22,23,,313408
-181632,-258912,-816144,-1400,-303600,-422176,-2864,-1125712,0,-1437080,-227136,-1271632,-1113280,-244608,22,23,,0
-162024,-236592,-771728,-1336,-271920,-411488,-2672,-1244576,0,-1273952,-180544,-1271632,-1121232,-228928,22,24,,179520
-144480,-211296,-860560,-1296,-219120,-400800,-2848,-1293520,0,-1064216,-148512,-1271632,-1041712,-244608,22,23,,937992
-144480,-220224,-938288,-1320,-242880,-408816,-2672,-1349456,0,-986536,-171808,-1264488,-1184848,-211680,22,23,,326960
-168216,-227664,-927184,-1344,-298320,-406144,-2816,-1559216,0,-1095288,-214032,-1478808,-1431360,-235200,22,23,,0
-177504,-233616,-816144,-1304,-311520,-368736,-2752,-1349456,0,-1172968,-231504,-1514528,-1256416,-236768,22,23,,184512
-163056,-236592,-816144,-1320,-295680,-363392,-2592,-901968,0,-1172968,-218400,-1264488,-1089424,-221088,22,23,,971000
-170280,-235104,-943840,-1336,-277200,-390112,-2800,-1027824,0,-1250648,-200928,-1250200,-1304128,-246176,22,23,,334656
-172344,-242544,-893872,-1312,-266640,-387440,-2656,-1370432,0,-1227344,-193648,-1443088,-1375696,-221088,22,23,,3048
-155832,-230640,-793936,-1352,-248160,-344688,-2752,-1321488,0,-1103056,-189280,-1407368,-1216656,-233632,22,23,,356048
-162432,-212784,-799488,-1328,-248160,-336672,-2752,-1265552,0,-1056448,-179088,-1300208,-1145088,-230496,22,23,,356048
-160128,-235104,-810592,-1288,-248160,-387440,-2720,-1293520,0,-1087520,-167440,-1400224,-1192800,-209520,22,23,,356048
-158976,-248496,-904976,-1384,-237600,-398128,-2944,-1195632,0,-1110824,-160728,-1493096,-1359792,-239008,22,23,,356048
-148608,-223200,-1021568,-1408,-345984,-384768,-2656,-1335472,0,-1071984,-165072,-1414512,-1431360,-221936,22,23,,356048
-165888,-226176,-943840,-1304,-396864,-416832,-3984,-1468320,0,-1149664,-185344,-1214480,-1280272,-237456,22,23,,356048
-201600,-275280,-755144,-1336,-410432,-462256,-4176,-1251568,0,-1305024,-209960,-1164472,-1200752,-254528,22,23,,356048
-207360,-300576,-722072,-1416,-451136,-464928,-4032,-1160672,0,-1351632,-227336,-1343072,-1320032,-246768,22,23,,356048
-205056,-287184,-892944,-1336,-502016,-464928,-4200,-1265552,0,-1390472,-240368,-1503600,-1439312,-271600,22,23,,356048
-211968,-297600,-975624,-1264,-505408,-505008,-3912,-1232000,0,-1374936,-254848,-1503600,-1343888,-231248,22,23,,356048
-218880,-321408,-843336,0,-488448,-502336,-4176,-1113000,0,-1351632,-263536,-1424840,-1272320,-229696,22,23,,356048
-223488,-316944,-749632,0,-457920,-505008,-4344,-1134000,0,-1374936,-244712,-1353240,-1383648,-257632,22,23,,356048
-202752,-281232,-892944,0,-349376,-499664,-3936,-1183000,0,-1305024,-214304,-1224360,-1335936,-232800,22,23,,356048
-168192,-257400,-981136,0,-295104,-424848,-4272,-1169000,0,-1149664,-194032,-1159920,-1153040,-248320,22,24,,356048
-152064,-252720,-881920,0,-379904,-403472,-4128,-1323000,0,-1006720,-189688,-1238680,-1145088,-239008,22,24,,356048
-168192,-282360,-909480,0,-437568,-447552,-4080,-1414000,0,-1022208,-215752,-1245840,-1264368,-243664,22,24,,356048
-178560,-301080,-876408,0,-386688,-442224,-4272,-1127000,-1392,-1037696,-212856,-1181400,-1232560,-246768,22,23,,356048
-157824,-271440,-694512,0,-339200,-402264,-4080,-791000,-1200,-1014464,-160728,-1159920,-1105328,-218832,22,23,,128
-142848,-235560,-771680,0,-332416,-354312,-4368,-917000,-1312,-991232,-136112,-1210040,-1105328,-251424,22,23,,136
-124416,-219960,-903968,0,-308672,-322344,-4080,-1148000,-1296,-851840,-133216,-1217200,-1113280,-232800,22,23,,0
-120960,-223080,-766168,0,-342592,-364968,-4128,-1218000,-1360,-820864,-127424,-1238680,-1089424,-232800,22,23,,456
-134784,-234000,-639392,0,-403648,-410256,-4440,-1274000,-1448,-937024,-139008,-1253000,-1025808,-260736,22,23,,480
-126720,-241800,-722072,0,-403648,-410256,-4056,-1274000,-1240,-921536,-152040,-1274480,-1017856,-220384,22,23,,0
-126720,-249600,-815776,0,-373120,-420912,-4272,-1456000,-1368,-944768,-160728,-1374720,-1113280,-237456,21,24,,0
-133632,-246480,-804752,0,-366336,-396936,-4200,-1547000,-1368,-968000,-146248,-1360400,-1224608,-242112,21,24,,368
-132480,-257400,-826800,0,-383296,-410256,-4128,-1162000,-1328,-913792,-130320,-1195720,-1351840,-237456,21,24,,384
-149760,-287040,-826800,0,-424000,-519480,-4296,-889000,-1440,-991232,-167968,-1095480,-1320032,-256080,22,24,,400
-177408,-283920,-744120,0,-437568,-482184,-4056,-1155000,-1248,-1138368,-211408,-1031040,-1025808,-235904,22,24,,624
-178560,-226200,-727584,0,-407040,-242424,-4320,-1218000,-1336,-1115136,-188240,-873520,-874720,-248320,22,24,,432
-160128,-159120,-744120,0,-471488,-74592,-4200,-910000,-1360,-921536,-149144,-880680,-1025808,-232800,22,24,,672
-157824,-126360,-793728,0,-610560,-45288,-3984,-980000,-1312,-836352,-172312,-1095480,-1129184,-234352,22,24,,464
-169344,-143520,-832312,0,-678400,-39960,-4272,-1204000,-1424,-929280,-199824,-1045360,-1200752,-276256,22,24,,240
-168192,-182520,-755144,0,-681792,-66600,-4032,-952000,-1312,-921536,-205616,-801920,-1145088,-246768,22,23,,0
-168192,-187200,-738608,0,-664832,-85248,-4200,-693000,-1400,-960256,-221544,-837720,-1121232,-256080,22,23,,768
-163584,-180960,-749632,0,-641088,-87912,-4224,-952000,-1320,-1037696,-218648,-937960,-1272320,-249872,22,23,,0
-152064,-190320,-727584,0,-630912,-114552,-4104,-1092000,-1192,-998976,-201272,-887840,-1272320,-229696,22,23,,0
-147456,-170040,-826800,0,-634304,-106560,-4248,-1043000,-1344,-836352,-198376,-909320,-1216656,-252976,22,23,,840
-124416,-145080,-799240,0,-620736,-85248,-3912,-1127000,-1248,-665984,-199824,-916480,-1145088,-223488,22,23,,0
-124416,-168480,-567736,0,-610560,-114552,-4128,-1022000,-1376,-743424,-218648,-837720,-1041712,-239008,22,23,,296
-147456,-209040,-556712,0,-620736,-165168,-4248,-959000,-1376,-906048,-236024,-923640,-1041712,-246768,22,23,,304
-133632,-199680,-804752,0,-607168,-159840,-4080,-1141000,-1192,-867328,-212856,-1102640,-1176896,-217280,22,23,,0
-129024,-162240,-848848,0,-607168,-122544,-4368,-1211000,-1368,-797632,-191136,-1152760,-1232560,-240560,22,24,,320
-157824,-177840,-694512,0,-654656,-167832,-4032,-1253000,-1320,-859584,-231680,-1174240,-1057616,-228144,22,24,,984
-188928,-218400,-755144,0,-708928,-261072,-4152,-1491000,-1352,-1099648,-288152,-1324600,-1041712,-248320,22,24,,336
-186624,-213720,-898456,0,-668224,-245088,-4344,-1435000,-1392,-1184832,-288152,-1346080,-1280272,-249872,22,24,,1032
-160128,-182520,-859872,0,-590208,-154512,-4056,-1064000,-1264,-998976,-259192,-1109800,-1359792,-203312,22,24,,352
-171648,-174720,-771680,0,-627520,-143856,-4272,-1099000,-1400,-952512,-270776,-1045360,-1248464,-232800,22,24,,1080
-194688,-182520,-755144,0,-678400,-183816,-4056,-1351000,-1336,-1076416,-279464,-1210040,-1184848,-237456,22,24,,1104
-184320,-193440,-870896,0,-624128,-191808,-4200,-1218000,-1368,-1115136,-262088,-1116960,-1208704,-237456,22,24,,0
-163584,-201240,-892944,0,-569856,-194472,-4344,-1001000,-1408,-1053184,-250504,-852040,-1160992,-234352,22,24,,768
-168192,-196560,-766168,0,-613952,-226440,-3912,-1225000,-1256,-1053184,-263536,-830560,-1160992,-204864,22,24,,784
-185472,-204360,-766168,0,-644480,-239760,-4152,-1421000,-1376,-1153856,-289600,-959440,-1240512,-232800,22,24,,0
-172800,-226200,-826800,0,-607168,-239760,-4056,-1190000,-1256,-1115136,-295392,-1052520,-1184848,-223488,22,24,,1224
-169344,-235560,-799240,0,-583424,-261072,-4176,-1099000,-1240,-1053184,-283808,-1116960,-1153040,-220384,22,23,,1248
-180864,-227760,-777192,0,-590208,-263736,-4392,-1316000,-1352,-1076416,-273672,-1138440,-1312080,-234352,22,23,,1272
-168192,-248040,-870896,0,-630912,-287712,-4032,-1344000,-1248,-1091904,-269328,-1224360,-1439312,-218832,22,24,,1296
-165888,-263640,-948064,0,-630912,-306360,-4344,-1204000,-1424,-1146112,-272224,-1353240,-1407504,-252976,22,24,,1320
-172800,-219960,-854360,0,-600384,-231768,-4248,-1260000,-1320,-1169344,-278016,-1253000,-1240512,-239008,22,24,,0
-176256,-191880,-793728,0,-651264,-154512,-4152,-1351000,-1248,-1146112,-296840,-1038200,-1200752,-228144,22,24,,456
-182016,-230880,-843336,0,-715712,-159840,-4320,-1225000,-1424,-1177088,-309872,-1016720,-1200752,-251424,22,23,,464
-176256,-240240,-914992,0,-654656,-183816,-4104,-1253000,-1328,-1169344,-296840,-1102640,-1184848,-234352,22,24,,1416
-173952,-201240,-959088,0,-600384,-181152,-4488,-1463000,-1408,-1130624,-299736,-1109800,-1367744,-260736,22,24,,0
-187776,-215280,-920504,0,-702144,-205128,-4296,-1344000,-1328,-1122880,-315664,-1095480,-1320032,-237456,22,24,,976
-202752,-226200,-837824,0,-739456,-191808,-4008,-1043000,-1272,-1153856,-304080,-1031040,-1089424,-225040,22,24,,1488
-201600,-193440,-810264,0,-630912,-146520,-4344,-1057000,-1400,-1169344,-278016,-1016720,-1216656,-262288,22,23,,1512
-192864,-207480,-854360,0,-607168,-181152,-4200,-1134000,-1256,-1161600,-292496,-1174240,-1407504,-240560,22,24,,1512
-191688,-232440,-898456,0,-685184,-234432,-4248,-987000,-1344,-1169344,-324352,-1138440,-1359792,-260040,22,23,,1512
-179928,-191880,-843336,0,-712320,-202464,-4008,-1113000,-1320,-1060928,-307440,-923640,-1153040,-255312,22,24,,1512
-165816,-170040,-788216,0,-595320,-154512,-4104,-1365000,-1272,-1029952,-276696,-1002400,-994000,-228520,22,23,,1512
-182280,-212160,-744120,0,-589512,-194472,-4584,-1211000,-1400,-1192576,-294264,-1195720,-1121232,-253736,22,23,,1512
-192864,-237120,-796032,0,-589512,-271728,-4176,-1225000,-1240,-1215808,-305976,-1152760,-1312080,-237976,22,23,,1512
-194040,-226200,-978456,0,-601128,-298368,-4224,-1484000,-1352,-1223552,-305976,-1124120,-1018784,-247432,22,23,,1512
-199920,-223080,-856840,0,-621456,-287712,-4296,-1267000,-1392,-1300992,-319152,-1170304,-928512,-242704,22,23,,1512
-208152,-210600,-558328,0,-635976,-266400,-4176,-795264,-1288,-1239040,-314760,-1077536,-980096,-234824,22,23,,1512
-208152,-196560,-696528,-3936,-627264,-239760,-4392,-781312,-1432,-1122880,-301584,-1027584,-1089712,-263192,22,24,,1512
-190512,-191880,-906592,-3888,-595320,-239760,-4152,-1032448,-1288,-1029952,-295728,-1084672,-1051024,-226944,22,23,,1512
-192864,-184080,-801560,-4224,-586608,-261072,-4416,-1185920,-2576,-1068672,-298656,-1120352,-941408,-230096,22,23,,1512
-215208,-203808,-784976,-4344,-598224,-274392,-4320,-1206848,-2688,-1231296,-313296,-1120352,-973648,-247432,22,24,,1512
-210504,-248584,-934232,-4080,-606936,-279720,-3888,-1067328,-2656,-1275120,-333792,-1048992,-1070368,-239552,22,24,,1512
-195216,-236232,-945288,-3888,-612744,-262944,-4296,-1011520,-2928,-1182384,-332328,-1020448,-1057472,-267920,22,24,,1512
-195216,-186824,-862368,-3960,-595320,-244352,-4152,-1102208,0,-1105104,-301584,-1084672,-980096,-241128,22,24,,1512
-209328,-179400,-779448,-4032,-691152,-260288,-4080,-976640,0,-1182384,-316224,-1077536,-909168,-255312,22,24,,1512
-217560,-202800,-768392,-3960,-827640,-337312,-4224,-809216,0,-1251936,-352824,-1077536,-909168,-274224,22,24,,626616
-203448,-234000,-1044792,-3960,-673728,-401056,-4128,-1088256,0,-1313760,-327936,-1284480,-1083264,-237976,22,24,,217792
-196392,-276120,-1210632,-3936,-400752,-440896,-4416,-1346368,0,-1429680,-292800,-1327296,-1160640,-253736,22,24,,0
-194040,-305760,-862368,-3936,-336864,-536512,-4056,-1011520,0,-1336944,-288408,-1048992,-934960,-239552,22,24,,131040
-191688,-302640,-657832,-4152,-304920,-637440,-4080,-913856,0,-1221024,-270840,-1077536,-864032,-241128,22,24,,656880
-179928,-291720,-906592,-4104,-217800,-648064,-4320,-1374272,0,-1290576,-238632,-1277344,-1012336,-250584,22,24,,230480
-147000,-291720,-967400,-3912,-252648,-610880,-3960,-1332416,0,-1190112,-223992,-1013312,-954304,-222216,22,24,,0
-132888,-273000,-768392,-4104,-246840,-573696,-4176,-872000,0,-950544,-213744,-784960,-838240,-244280,22,24,,136576
-142296,-238680,-707584,-4200,-168432,-549792,-4104,-934784,0,-927360,-207888,-1048992,-851136,-220640,22,24,,686368
-165816,-273000,-801560,-3912,-249744,-616192,-4200,-1213824,0,-1259664,-257664,-1348704,-980096,-228520,22,24,,239040
-171696,-312000,-878952,-3816,-316536,-669312,-4344,-1164992,0,-1398768,-289872,-1355840,-1128400,-261616,21,24,,728
-131712,-269880,-862368,-3960,-206184,-602912,-3984,-1067328,0,-1136016,-251808,-1177440,-999440,-215912,21,24,,142048
-124656,-243360,-834728,-4056,-153912,-563072,-4344,-1116160,0,-1051008,-221064,-1091808,-902720,-226944,21,24,,717216
-165816,-299520,-840256,-3960,-246840,-632128,-4248,-1241728,0,-1221024,-234240,-1184576,-1083264,-244280,22,24,,249664
-201096,-344760,-878952,-3888,-313632,-685248,-4056,-1311488,0,-1344672,-269376,-1341568,-1167088,-247432,21,24,,2280
-204624,-315120,-867896,-4152,-313632,-682592,-4224,-1192896,0,-1321488,-284016,-1341568,-1121952,-255312,21,24,,148992
-188160,-279240,-906592,-4176,-322344,-701184,-4056,-1053376,0,-1259664,-300120,-1134624,-1063920,-225368,21,24,,750392
-175224,-294840,-1116656,-4008,-336864,-725088,-4416,-1081280,0,-1298304,-327936,-963360,-915616,-244280,21,24,,261856
-166992,-330720,-1011624,-4008,-354288,-730400,-4248,-1304512,0,-1290576,-316224,-1027584,-799552,-234824,22,23,,0
-152880,-318240,-679944,-3984,-342672,-701184,-3984,-1304512,0,-1205568,-289872,-1091808,-902720,-226944,22,24,,153600
-145824,-273000,-663360,-4056,-322344,-645408,-4272,-990592,0,-1159200,-291336,-1034720,-883376,-250584,22,24,,781336
-158760,-265200,-834728,-4176,-354288,-645408,-4056,-990592,0,-1205568,-294264,-1127488,-709280,-219064,22,24,,272544
-188160,-304200,-928704,-4128,-374616,-679936,-4248,-1276608,0,-1398768,-294264,-1355840,-870480,-234824,22,23,,824
-197568,-341640,-884480,-3912,-333960,-661344,-4248,-1220800,0,-1445136,-295728,-1341568,-1018784,-239552,22,23,,161408
-209328,-336960,-784976,-3912,-348480,-634784,-4104,-1011520,0,-1367856,-320616,-1120352,-876928,-233248,22,24,,809760
-239904,-329160,-818144,-4152,-403656,-664000,-4368,-1185920,0,-1445136,-364536,-1170304,-915616,-261616,22,23,,283232
-221088,-335400,-1050320,-4176,-331056,-642752,-4032,-1430080,0,-1491504,-349896,-1391520,-1167088,-223792,22,23,,2568
-196392,-346320,-1111128,-4008,-374616,-661344,-4176,-1206848,0,-1468320,-316224,-1248800,-1160640,-231672,22,23,,165888
-221088,-393120,-834728,-3792,-592416,-849920,-4200,-913856,0,-1483776,-345504,-1048992,-934960,-245856,22,23,,843224
-234024,-400920,-762864,-3936,-519816,-852576,-4056,-1088256,0,-1452864,-357216,-1291616,-947856,-226944,22,23,,293040
-215208,-319800,-995040,-4104,-302016,-555104,-4416,-1248704,0,-1406496,-320616,-1348704,-1051024,-245856,22,23,,888
-208152,-280800,-1050320,-3936,-429792,-432928,-3960,-1164992,0,-1429680,-333792,-1113216,-1057472,-226944,22,23,,172032
-243432,-333840,-967400,-3912,-609840,-555104,-4032,-1297536,0,-1638336,-380640,-1405792,-1154192,-247432,22,23,,872360
-258720,-355680,-961872,-3936,-508200,-557760,-4320,-1423104,0,-1831536,-360144,-1684096,-1212224,-249008,22,23,,302784
-237552,-315120,-945288,-4008,-429792,-464800,-4080,-1095232,0,-1746528,-327936,-1234528,-1109056,-219064,22,23,,0
-246960,-290160,-978456,-4296,-458832,-454176,-4344,-976640,0,-1622880,-344040,-1048992,-1205776,-253736,22,24,,179104
-255192,-282360,-1089016,-4272,-461736,-491360,-4056,-1269632,0,-1537872,-346968,-1377248,-1328288,-237976,22,24,,904176
-246960,-299520,-1116656,-4032,-511104,-539168,-3960,-1339392,0,-1537872,-367464,-1370112,-1218672,-241128,22,24,,316240
-252840,-352560,-1066904,-4152,-543048,-576352,-4176,-1290560,0,-1638336,-409920,-1227392,-1263808,-260040,22,24,,0
-235200,-363480,-1039264,-4272,-467544,-547136,-4080,-1269632,0,-1615152,-373320,-1270208,-1328288,-222216,22,24,,186240
-208152,-305760,-945288,-3912,-397848,-470112,-4296,-1164992,0,-1437408,-305976,-1177440,-1141296,-237976,22,24,,936056
-215208,-287040,-796032,-3864,-453024,-475424,-4104,-1206848,0,-1336944,-317688,-1027584,-992992,-239552,22,24,,325984
-237552,-330720,-862368,-4080,-531432,-549792,-4296,-1262656,0,-1522416,-367464,-1041856,-1083264,-253736,22,24,,0
-242256,-344760,-978456,-3864,-516912,-563072,-4464,-962688,0,-1684704,-366000,-1027584,-1128400,-261616,22,24,,191456
-230496,-338520,-906592,-3912,-458832,-533856,-3984,-795264,0,-1700160,-335256,-1027584,-1012336,-217488,22,23,,967000
-222264,-324480,-851312,-4296,-421080,-491360,-4104,-1171968,0,-1723344,-323544,-1148896,-1012336,-233248,22,23,,337680
-215208,-293280,-867896,-4104,-441408,-448864,-3984,-1255680,0,-1530144,-330864,-1098944,-1083264,-226944,22,23,,0
-231672,-287040,-867896,-3792,-522720,-486048,-4320,-899904,0,-1306032,-363072,-913408,-1102608,-241128,22,23,,367472
-248240,-315120,-890008,-3912,-580800,-544480,-4632,-865024,0,-1367856,-383568,-906272,-1025232,-264768,22,23,,367472
-233160,-307320,-928704,-3984,-545952,-512608,-3912,-1185920,0,-1421952,-368928,-1041856,-941408,-237552,22,23,,367472
-216920,-279240,-939760,-4152,-476256,-462144,-4128,-1297536,0,-1313760,-334488,-1106080,-1051024,-258560,22,23,,367472
-197200,-287040,-923176,-4200,-423504,-491360,-4344,-1164992,0,-1159200,-296840,-1077536,-1173536,-244016,22,23,,367472
-176320,-296400,-945288,-3984,-445648,-509952,-1416,-1067328,0,-1151472,-296840,-1134624,-1128400,-232704,22,23,,367472
-187920,-287040,-937040,-4032,-453952,-475424,-1424,-997568,0,-1244208,-327248,-1241664,-1102608,-268256,22,23,,367472
-211120,-290160,-903968,-4176,-426272,-499328,-1320,-1116160,0,-1290576,-318560,-1241664,-1331968,-247248,22,23,,367472
-218080,-301080,-975624,-4176,-406896,-509952,-1424,-1311488,0,-1437408,-291048,-1182720,-1362944,-256944,22,24,,367472
-194880,-291720,-1003184,-4200,-387520,-432928,-1408,-1153680,0,-1483776,-266432,-1082368,-1316480,-244016,22,24,,367472
-174000,-288600,-948064,-4152,-379216,-432928,-1336,-901968,0,-1321488,-251952,-1003520,-1246784,-231088,22,23,,367472
-199520,-290160,-942552,-4128,-420736,-504640,-1448,-971888,0,-1228752,-270776,-1060864,-1300992,-266640,22,23,,367472
-225040,-262080,-881920,-4152,-448416,-432928,-1384,-1160672,-3744,-1221024,-291048,-1096704,-1277760,-248864,22,23,,367472
-205320,-217280,-854360,-4152,-426272,-265600,-1448,-1104736,-4176,-1174656,-259192,-1032192,-1192576,-261792,22,23,,367472
-145000,-200208,-914992,-4104,-370912,-199200,-1424,-936928,-4104,-1028888,-175208,-1010688,-1215808,-252096,22,23,,367472
-114840,-200208,-887432,-4056,-282336,-182240,-1320,-943920,-3720,-920584,-104256,-1068032,-1308736,-219776,22,23,,367472
-132240,-170720,-826800,-3984,-218672,-96480,-1456,-1062784,-2864,-866432,-79640,-1154048,-1378432,-244016,22,23,,367472
-112520,-139680,-837824,-4008,-235280,-21440,-1408,-1013840,-2624,-734920,-66608,-1132544,-1293248,-216544,22,23,,128
-89320,-136576,-837824,-4152,-312784,2680,-1408,-825056,-2720,-703976,-72400,-989184,-1122880,-227856,22,23,,408
-116000,-144336,-760656,-4272,-401360,-8040,-1384,-853024,-2816,-850960,-99912,-939008,-1022208,-247248,22,23,,0
-141520,-145888,-722072,-4296,-445648,-13400,-1344,-894976,-2624,-982472,-127424,-1003520,-1068672,-229472,22,23,,304
-135720,-135024,-744120,-3984,-434576,0,-1456,-762128,-2912,-928320,-123080,-1046528,-1146112,-253712,22,23,,0
-117160,-138128,-782704,-3696,-467792,-32160,-1384,-783104,-2656,-742656,-114392,-1075200,-1208064,-237552,22,24,,0
-99760,-142784,-887432,-3960,-484400,-64320,-1432,-825056,-2704,-642088,-143352,-974848,-1285504,-250480,22,24,,352
-96280,-125712,-903968,-4008,-462256,-69680,-1408,-783104,-2832,-603408,-173760,-852992,-1192576,-253712,22,24,,368
-122960,-135024,-793728,-3768,-539760,-117920,-1288,-783104,-2624,-727184,-198376,-953344,-1022208,-231088,22,24,,0
-163560,-183136,-804752,-4008,-658784,-225120,-1432,-762128,-2896,-974736,-246160,-1032192,-1122880,-271488,22,24,,600
-160080,-200208,-832312,-4248,-661552,-276040,-1368,-832048,-2656,-982472,-263536,-931840,-1192576,-250480,22,24,,416
-140360,-192448,-810264,-4056,-608960,-257280,-1360,-936928,-2624,-905112,-233128,-967680,-1060928,-244016,22,24,,648
-136880,-201760,-865384,-3840,-597888,-238520,-1408,-797088,-2784,-928320,-228784,-1046528,-1045440,-258560,22,24,,224
-136880,-190896,-937040,-3912,-608960,-238520,-1360,-671232,-2576,-967000,-250504,-989184,-1138368,-235936,22,24,,232
-171680,-178480,-920504,-4152,-636640,-259960,-1504,-797088,-2880,-1129456,-254848,-1068032,-1192576,-263408,22,24,,480
-204160,-215728,-854360,-4200,-669856,-286760,-1400,-880992,-2720,-1237760,-249056,-1290240,-1254528,-248864,22,24,,496
-187920,-229696,-887432,-4056,-661552,-262640,-1336,-839040,-2656,-1121720,-249056,-1340416,-1378432,-240784,22,24,,512
-163560,-187792,-942552,-4104,-636640,-225120,-1416,-894976,-2832,-959264,-247608,-1125376,-1355200,-260176,22,24,,264
