T7 Value,P8 Value,O2 Value,O1 Value,FC5 Value
-2.0,-124.5,-45.0,93.5,13.5
-169.25,-46.25,-142.25,-279.25,-172.25
-1.0,-120.75,-66.25,91.75,16.25
-171.5,-40.0,-130.5,-276.0,-169.25
-5.75,-151.75,-57.0,95.25,11.5
-166.5,14.5,-134.75,-267.0,-173.0
-6.75,-196.5,-44.5,86.5,10.75
-168.5,50.75,-121.75,-257.25,-160.0
-4.0,-239.75,-49.25,67.25,7.75
-170.0,81.5,-108.0,-235.25,-163.75
3.75,-251.75,-70.25,53.75,16.25
-174.75,79.5,-115.75,-229.75,-170.75
5.25,-231.25,-53.5,79.5,19.5
-176.75,39.25,-116.5,-247.5,-168.5
2.0,-180.75,-54.75,84.75,19.0
-176.75,80.5,-108.75,-237.25,-168.5
1.75,-245.75,-52.0,77.5,18.5
-173.0,106.75,-95.25,-239.5,-172.25
1.0,-282.75,-85.0,67.75,17.5
-173.25,123.0,-106.5,-252.25,-171.25
1.25,-318.0,-91.0,67.0,12.0
-173.5,165.75,-99.0,-232.75,-172.75
3.5,-345.25,-100.75,60.0,18.0
-180.0,201.5,-70.5,-226.75,-171.25
9.75,-335.0,-77.0,96.75,23.25
-183.5,196.75,-68.75,-234.25,-177.0
10.0,-353.25,-110.5,73.5,29.25
-181.5,196.0,-85.25,-234.25,-181.25
8.75,-332.25,-85.0,80.5,30.5
-175.5,189.75,-100.25,-242.25,-182.25
1.75,-342.5,-71.0,67.5,21.0
-171.5,189.75,-103.75,-239.75,-174.0
-5.25,-342.75,-70.25,68.25,13.5
-166.5,177.5,-107.5,-243.0,-170.5
-5.5,-337.25,-72.5,71.5,13.75
-168.25,191.75,-85.0,-229.5,-172.25
0.75,-334.0,-87.5,64.0,17.75
-172.0,173.0,-77.0,-236.75,-176.75
1.75,-346.75,-78.25,75.25,27.0
-174.75,200.0,-102.25,-240.5,-187.25
-1.25,-373.5,-67.0,51.75,23.75
-171.5,193.75,-87.0,-219.0,-182.0
-2.75,-355.75,-74.75,50.5,23.75
-167.75,174.5,-118.25,-233.5,-184.5
-6.5,-344.5,-59.25,63.0,22.5
-164.25,195.25,-120.0,-240.25,-180.0
-10.75,-332.5,-40.5,67.75,18.0
-164.5,176.5,-141.25,-264.5,-178.25
-8.25,-335.5,-31.75,98.5,16.5
-167.25,184.0,-145.0,-279.5,-181.0
-9.25,-363.0,-36.25,108.25,22.0
-166.75,169.25,-144.0,-300.0,-183.5
-7.5,-325.0,-32.5,124.75,24.25
-164.25,167.5,-159.75,-312.75,-181.0
-9.75,-336.25,-19.75,132.75,22.0
-161.75,156.75,-156.0,-304.0,-175.25
-12.0,-333.5,-17.25,134.5,16.75
-159.25,152.75,-148.0,-293.75,-171.0
-15.75,-328.25,-33.5,92.25,11.0
-154.5,133.75,-143.0,-275.0,-164.75
-18.25,-323.5,-35.5,84.5,11.75
-159.25,141.0,-141.5,-255.5,-169.25
-10.0,-337.0,-17.75,75.5,16.0
-162.25,143.5,-151.25,-256.0,-173.0
-12.0,-334.75,-27.75,88.75,15.75
-162.0,173.25,-138.25,-258.25,-175.25
-17.25,-318.0,-25.0,90.0,15.25
-153.5,162.0,-132.75,-239.75,-170.5
-25.25,-337.75,-23.75,75.75,12.25
-150.5,187.5,-132.25,-239.75,-164.0
-21.75,-346.25,-24.25,103.75,3.5
-151.0,185.5,-140.5,-260.25,-162.5
-24.25,-334.5,5.25,110.75,1.25
-149.5,206.25,-166.5,-262.75,-160.0
-25.5,-348.0,4.75,112.0,7.0
-151.5,197.5,-186.75,-263.75,-168.5
-22.25,-331.75,4.5,97.0,4.75
-153.25,168.75,-192.5,-275.0,-172.5
-21.25,-329.0,7.25,92.25,9.5
-148.0,168.0,-200.0,-279.0,-170.75
-25.0,-335.5,5.75,78.25,3.25
-146.75,124.0,-218.75,-273.75,-161.25
-25.75,-287.75,35.75,73.75,0.0
-145.75,74.5,-247.0,-270.75,-155.0
-31.0,-248.75,40.5,74.25,-8.75
-141.0,57.0,-253.0,-273.0,-148.75
-30.5,-234.0,57.75,104.25,-10.5
-145.0,55.75,-258.0,-269.25,-153.5
-25.0,-215.75,66.75,93.25,2.25
-150.25,57.75,-255.75,-281.75,-164.0
-24.75,-242.25,58.5,107.0,10.0
-150.75,94.5,-228.5,-271.75,-165.75
-25.5,-264.0,51.75,90.25,7.5
-146.5,87.25,-231.75,-258.5,-165.25
-31.5,-254.75,54.5,78.0,6.0
-143.25,85.0,-231.25,-262.25,-164.5
-34.25,-248.25,68.5,95.75,4.0
-138.0,89.0,-246.75,-270.0,-166.25
-35.5,-271.75,59.0,81.5,7.0
-140.0,124.75,-251.5,-264.5,-171.25
-32.75,-283.0,69.25,78.25,16.25
-143.0,100.5,-247.75,-274.25,-181.25
-33.5,-263.5,75.25,98.0,16.5
-143.5,86.75,-244.5,-283.0,-182.25
-31.0,-256.0,87.0,115.25,14.5
-144.75,119.75,-235.5,-276.75,-176.75
-31.25,-265.75,54.25,87.75,15.75
-140.75,78.0,-251.75,-277.25,-177.0
-40.5,-238.5,68.0,88.75,3.0
-136.25,81.75,-241.0,-272.25,-165.25
-39.75,-265.75,70.75,93.5,-1.5
-136.5,87.25,-257.25,-285.5,-168.25
-38.5,-265.75,75.5,109.25,3.0
-141.0,96.5,-246.0,-287.75,-171.25
-35.0,-288.75,73.0,93.5,2.75
-144.5,117.5,-230.0,-261.0,-173.75
-27.5,-310.75,56.25,85.25,7.25
-146.25,152.5,-226.75,-272.5,-174.0
-29.0,-333.0,54.75,77.75,10.0
-145.0,149.75,-223.0,-263.5,-174.25
-29.75,-312.25,61.0,80.25,2.5
-138.0,143.0,-221.5,-275.25,-165.0
-39.5,-302.25,73.0,99.0,-4.5
-136.75,130.25,-217.0,-279.25,-168.25
-37.25,-321.75,58.75,103.75,6.75
-140.0,142.0,-225.25,-279.5,-173.5
-39.0,-326.25,59.25,99.5,14.5
-139.0,140.0,-213.0,-276.0,-182.0
-37.5,-402.5,-40.75,33.25,-12.5
-139.0,178.0,-223.5,-247.75,-176.25
-41.75,-391.75,3.0,37.0,-11.75
-129.75,171.75,-232.25,-254.0,-179.25
-50.5,-435.5,9.5,38.5,-8.25
-123.5,207.75,-201.5,-233.5,-174.5
-52.25,-441.0,21.75,39.75,-13.25
-125.75,250.75,-222.75,-238.5,-175.0
-48.25,-446.0,48.0,34.75,-15.0
-133.5,248.5,-214.75,-247.75,-172.75
-38.75,-393.75,26.75,37.0,-8.25
-137.0,191.75,-230.0,-241.25,-181.75
-37.0,-378.0,20.75,27.0,-1.75
-137.5,136.5,-208.75,-229.25,-179.5
-40.5,-365.75,25.0,28.0,-3.75
-133.5,151.0,-226.0,-252.0,-179.0
-46.5,-347.0,33.0,35.75,-10.0
-129.0,146.0,-224.0,-231.75,-173.0
-50.5,-362.25,34.75,30.75,-6.0
-122.5,160.0,-202.0,-211.75,-176.75
-53.25,-341.0,25.25,24.5,-9.0
-126.25,144.75,-204.0,-229.75,-176.5
-44.0,-374.0,-10.0,11.75,-8.0
-135.0,164.25,-191.75,-222.25,-186.5
-38.5,-334.0,4.5,32.5,5.0
-140.75,166.25,-153.0,-210.5,-194.25
-35.75,-330.0,-14.0,17.75,8.75
-138.0,82.5,-184.25,-213.0,-195.0
-40.75,-213.5,22.75,34.0,5.75
-128.75,10.5,-226.25,-222.5,-186.5
-45.75,-135.25,35.75,30.25,-1.75
-128.0,-86.25,-254.5,-220.25,-178.0
-51.5,-36.75,44.0,32.0,-5.5
-125.5,-183.5,-260.0,-233.5,-184.25
-51.5,-30.75,30.25,14.5,-4.75
-130.25,-177.25,-242.0,-224.75,-189.75
-41.0,-75.25,19.5,19.75,5.25
-138.75,-60.75,-217.75,-206.5,-205.0
-35.5,-220.75,1.75,11.0,23.25
-143.0,48.75,-208.75,-205.25,-211.75
-37.5,-209.25,5.25,31.0,17.25
-135.75,29.25,-191.25,-211.75,-201.0
-44.25,-196.5,0.0,21.75,18.0
-132.75,33.5,-183.5,-199.25,-199.75
-43.5,-192.5,2.25,14.25,12.5
-134.25,13.5,-180.25,-204.25,-203.25
-42.0,-182.75,1.75,30.75,16.5
-136.0,9.5,-159.75,-194.0,-208.25
-41.25,-148.0,0.5,10.75,23.75
-137.75,-51.25,-154.25,-191.75,-211.0
-35.25,-140.5,-11.75,26.5,22.5
-144.0,14.5,-140.75,-202.5,-208.5
-30.75,-215.5,-44.75,30.5,19.25
-144.5,103.5,-122.0,-195.75,-206.5
-39.5,-294.25,-54.25,-1.5,14.5
-129.0,89.5,-124.75,-192.0,-199.25
-53.75,-294.75,-47.0,3.25,7.25
-123.75,106.75,-156.5,-192.0,-196.25
-55.0,-293.25,-12.25,23.5,7.75
-124.75,126.75,-179.75,-203.25,-200.5
-52.5,-331.25,-6.0,30.0,9.5
-131.25,136.25,-194.0,-205.0,-207.5
-44.25,-349.75,-7.0,25.0,11.75
-137.0,175.0,-184.75,-206.5,-204.5
-42.25,-348.75,-5.75,20.0,11.0
-140.0,135.75,-185.0,-198.5,-238.5
-40.0,-356.75,-34.0,2.5,-11.25
-136.5,169.75,-156.75,-175.75,-227.25
-49.0,-379.0,-51.75,-10.25,-13.0
-126.75,196.25,-154.25,-147.5,-223.5
-58.5,-400.5,-35.75,-12.0,-13.25
-121.75,231.25,-176.25,-145.5,-218.0
-53.75,-459.25,-12.0,-4.25,-3.0
-128.0,252.75,-190.25,-151.0,-227.0
-49.0,-420.5,16.0,-2.75,8.25
-135.0,194.75,-202.0,-161.25,-242.25
-45.5,-335.5,-0.5,3.75,15.0
-138.5,147.0,-182.5,-164.25,-247.25
-43.25,-374.25,7.5,-6.75,20.5
-140.0,197.25,-191.0,-154.75,-245.5
-41.25,-349.5,13.5,-1.5,21.0
-137.0,144.0,-163.5,-148.75,-231.0
-47.5,-335.0,0.25,-23.5,10.75
-127.25,133.75,-182.0,-158.75,-228.0
-52.0,-344.25,7.5,-4.25,6.5
-130.0,176.5,-213.25,-174.75,-228.75
-45.0,-414.25,15.25,-18.25,11.0
-134.0,207.75,-205.75,-166.25,-229.0
-41.75,-339.25,29.0,-1.5,18.75
-136.5,164.5,-193.0,-167.0,-230.25
-38.25,-330.25,1.25,-16.5,17.25
-138.0,146.5,-158.0,-155.25,-213.5
-35.75,-326.0,-13.75,-14.5,5.75
-139.0,185.5,-153.75,-167.5,-207.5
-40.5,-340.25,-30.25,-3.25,0.5
-135.25,149.75,-129.5,-164.75,-201.0
-48.0,-287.0,-79.75,-38.0,-12.75
-123.5,104.25,-117.5,-150.5,-190.25
-50.0,-277.0,-78.75,-53.5,-16.25
-130.5,90.25,-100.75,-134.25,-188.25
-40.75,-201.25,-63.75,-37.0,3.5
-140.5,32.75,-92.0,-136.75,-200.0
-32.5,-189.0,-57.25,-55.25,12.25
-141.0,36.75,-93.75,-107.75,-210.0
-36.0,-154.5,-47.0,-75.75,20.75
-142.25,-32.0,-96.75,-84.5,-204.25
-37.25,-87.75,-42.25,-98.5,15.75
-135.0,-57.5,-98.25,-67.0,-195.25
-40.25,-76.5,-25.75,-89.5,5.0
-130.75,-90.0,-131.0,-79.5,-191.0
-44.75,-76.25,-8.5,-90.0,4.75
-129.75,-79.5,-156.25,-86.75,-195.0
-97.0,-430.25,-221.25,-264.0,-19.75
-130.25,32.5,-214.5,-131.75,-209.25
-115.5,-461.0,-108.0,-218.25,-39.5
-166.5,25.25,-293.5,-204.5,-258.75
-180.75,-384.25,-94.25,-193.5,-120.75
-336.25,-40.5,-282.25,-262.25,-441.75
-366.75,-346.75,-96.75,-264.75,-353.5
166.25,-52.75,-293.25,-98.75,168.5
-379.5,-374.0,-56.75,-279.0,-366.5
155.75,-116.5,-300.25,-80.5,142.25
-360.5,-299.75,-90.75,-300.25,-347.0
172.25,-46.75,-286.5,-67.75,167.75
-354.0,-354.0,-82.75,-294.25,-349.25
179.25,-53.75,-259.5,-60.75,168.25
-352.25,-316.0,-93.5,-278.0,-349.75
185.75,-76.0,-225.25,-76.75,177.25
-346.5,-345.25,-133.0,-298.75,-356.5
186.5,-21.25,-185.5,-18.75,176.5
-349.0,-364.0,-161.25,-367.75,-363.5
188.5,42.0,-178.5,30.75,178.5
-343.0,-416.0,-106.25,-355.0,-355.75
184.0,13.0,-225.5,8.5,177.5
-338.0,-372.0,-76.25,-349.0,-353.0
178.0,-8.5,-229.5,19.0,171.0
-337.75,-342.0,-148.75,-399.0,-362.75
176.25,-25.25,-188.25,34.0,172.75
-340.25,-357.75,-161.25,-405.0,-367.75
175.75,-52.5,-176.25,72.75,179.25
-343.0,-257.75,-174.5,-432.25,-377.5
174.0,-92.0,-112.5,103.5,187.75
-342.75,-285.5,-208.0,-432.0,-374.75
174.0,-52.5,-87.0,119.75,178.25
-344.0,-244.75,-262.5,-466.5,-375.5
169.5,-118.25,-68.25,126.75,179.0
-338.5,-228.25,-266.25,-498.0,-378.0
164.75,-166.5,-96.0,132.5,170.0
-336.5,-124.75,-160.0,-441.25,-360.5
168.5,-231.75,-156.25,133.25,164.5
-341.75,-67.25,-126.25,-446.75,-359.0
166.0,-170.0,-188.25,106.5,155.75
-341.5,-148.25,-64.5,-408.75,-361.25
168.25,-101.5,-154.5,171.0,179.75
-335.25,57.25,41.75,-282.5,-305.5
171.25,-168.75,-153.5,155.0,187.0
-337.75,39.5,53.75,-239.75,-309.5
171.5,-123.25,-147.75,110.0,187.25
-337.0,-12.0,8.0,-227.75,-310.0
170.25,-84.0,-113.75,83.75,184.75
-336.0,-52.5,-36.75,-208.25,-313.75
167.5,-73.75,-77.0,64.5,185.5
-335.5,-21.25,-39.5,-182.5,-315.0
166.5,-129.5,-66.75,73.0,189.0
-335.75,36.75,-51.0,-200.75,-316.75
167.25,-179.75,-70.25,53.25,187.0
-339.25,104.0,-34.75,-184.5,-322.75
172.5,-292.25,-87.25,60.75,189.75
-345.0,138.0,-60.25,-172.75,-333.25
174.25,-320.5,-122.5,-46.75,186.75
-344.0,143.5,-60.5,-145.0,-341.75
177.5,-428.25,-209.0,-109.5,173.25
-349.5,141.75,-53.75,-193.5,-356.25
181.25,-422.25,-257.25,-90.75,167.75
-351.0,116.25,-55.5,-225.0,-348.25
179.75,-433.5,-277.5,-107.25,157.25
-349.75,146.0,-12.75,-206.5,-343.0
179.75,-448.75,-306.0,-101.25,161.25
-350.75,113.5,28.75,-184.5,-332.0
182.0,-370.75,-308.5,-99.0,160.5
-356.5,93.25,53.0,-192.0,-333.75
184.75,-415.25,-358.25,-91.25,151.75
-359.75,158.5,94.25,-219.25,-337.25
187.0,-501.5,-423.0,-111.25,142.0
