F3 Value,FC6 Value,P7 Value,T8 Value,F7 Value,F8 Value,T7 Value,P8 Value,AF4 Value,F4 Value,AF3 Value,O2 Value,O1 Value,FC5 Value,X Value,Y Value,Z Value,Unknown Value
-135072,-295120,-757520,0,-374528,-339048,0,-1015056,-2320,-1072960,-151312,-1146208,0,-2384,0,0,,160608
-137088,-285600,-819904,0,-394240,-363424,0,-1021440,-2496,-1126608,-148176,-1192856,0,-2784,0,0,,650760
-171360,-380800,-819904,0,-470624,-454280,0,-1193808,-2576,-1433168,-166992,-1259496,0,-2704,0,0,,191264
-169344,-451248,-779800,0,-463232,-485304,0,-1161888,-2672,-1594112,-192864,-1206184,0,-2656,0,0,,2088
-158256,-428400,-810992,0,-443520,-454280,0,-1015056,-2816,-1525136,-191296,-1192856,0,-2848,0,0,,167552
-179424,-409360,-810992,0,-527296,-483088,0,-1078896,-2608,-1479152,-182672,-1259496,0,-2544,0,0,,682808
-194544,-413168,-770888,0,-547008,-522976,0,-1142736,-2800,-1509808,-190512,-1272824,0,-2752,0,0,,200880
-171360,-397936,-784256,0,-465696,-505248,0,-1008672,-2688,-1463824,-177968,-1266160,0,-2672,0,0,,2184
-160272,-399840,-837728,0,-475552,-494168,0,-989520,-2544,-1494480,-156016,-1339464,0,-2528,0,0,,173696
-181440,-437920,-802080,0,-532224,-520760,0,-1181040,-2784,-1594112,-163072,-1426096,0,-2752,0,0,,711264
-180432,-466480,-690680,0,-482944,-522976,0,-1200192,-2672,-1555792,-173264,-1386112,0,-2512,0,0,,208304
-170352,-416976,-668400,0,-438592,-463144,0,-1046976,-2784,-1433168,-162288,-1286152,0,-2752,0,0,,0
-156240,-314160,-695136,0,-438592,-374504,0,-989520,-2704,-1233904,-136416,-1199520,0,-2704,0,0,,182016
-140112,-268464,-695136,0,-396704,-299160,0,-874608,-2608,-1126608,-116816,-1092896,0,-2432,0,0,,744184
-161280,-323680,-721872,0,-399168,-314672,0,-842688,-2768,-1287552,-130144,-1106224,0,-2608,0,0,,217952
-186480,-405552,-779800,0,-443520,-407744,0,-1008672,-2592,-1509808,-150528,-1206184,0,-2448,0,0,,792
-175392,-399840,-810992,0,-389312,-421040,0,-1008672,-2784,-1555792,-137984,-1212848,0,-2656,0,0,,191200
-151200,-338912,-770888,0,-354816,-354560,0,-925680,-2736,-1394848,-114464,-1146208,0,-2528,0,0,,774872
-161280,-348432,-815448,0,-443520,-363424,0,-1098048,-2528,-1318208,-124656,-1226176,0,-2272,0,0,,226848
-181440,-388416,-868920,0,-450912,-394448,0,-1078896,-2784,-1394848,-137200,-1232840,0,-2608,0,0,,1648
-157248,-346528,-748608,0,-362208,-339048,0,-804384,-2432,-1302880,-115248,-1059576,0,-2304,0,0,,196352
-130032,-251328,-717416,0,-344960,-254840,0,-817152,-2304,-1095952,-101920,-972944,0,-2208,0,0,,803040
-128016,-228480,-784256,0,-379456,-214952,0,-932064,-2368,-996320,-104272,-952952,0,-2176,0,0,,234896
-139104,-268464,-770888,0,-367136,-263704,0,-912912,-2048,-1034640,-105840,-972944,0,-1936,0,0,,1712
-156240,-308448,-810992,0,-364672,-345696,0,-944832,-2016,-1226240,-114464,-1119552,0,-2048,0,0,,206496
-145152,-291312,-877832,0,-374528,-325752,0,-989520,-1488,-1279888,-114464,-1172864,0,-1360,0,0,,833632
-123984,-270368,-833272,0,-364672,-285864,0,-995904,-832,-1164928,-103488,-1139544,0,-720,0,0,,243760
-122976,-335104,-779800,0,-404096,-376720,0,-1104432,16,-1172592,-115248,-1266160,0,-192,0,0,,888
-89712,-338912,-717416,0,-428736,-432120,0,-1161888,1664,-1003984,-118384,-1266160,0,1296,0,0,,213248
-44352,-260848,-561456,0,-381920,-372288,0,-1104432,3040,-628448,-87024,-1059576,0,2624,0,0,,865128
-28224,-276080,-414408,0,-376992,-394448,0,-1174656,4800,-513488,-64288,-1072904,0,4480,0,0,,252624
0,-357952,-418864,0,-445984,-498600,0,-1212960,6992,-605456,-79184,-1226176,0,6640,0,0,,2760
47376,-371280,-392128,0,-463232,-494168,0,-1149120,8320,-490496,-80752,-1192856,0,7744,0,0,,219008
57456,-342720,-365392,0,-428736,-445416,0,-1238496,7888,-398528,-73696,-1159536,0,7216,0,0,,894816
11088,-350336,-494616,0,-445984,-472008,0,-1347024,5248,-636112,-99568,-1246168,0,4704,0,0,,263376
-26208,-350336,-565912,0,-448448,-452064,0,-1232112,2976,-789392,-111328,-1212848,0,2704,0,0,,952
-59472,-354144,-592648,0,-431200,-390016,0,-1059744,1568,-958000,-107408,-1146208,0,1360,0,0,,228480
-108864,-356048,-672856,0,-448448,-394448,0,-1066128,-64,-1318208,-117600,-1186192,0,-336,0,0,,925408
-117936,-333200,-668400,0,-418880,-423256,0,-1155504,-928,-1394848,-115248,-1212848,0,-1056,0,0,,269376
-124992,-346528,-690680,0,-349888,-414392,0,-1206576,-1696,-1394848,-115248,-1239504,0,-1744,0,0,,1968
-164304,-375088,-784256,0,-374528,-409960,0,-1219344,-2304,-1563456,-133280,-1279488,0,-2320,0,0,,235104
-192528,-352240,-806536,0,-450912,-401096,0,-1098048,-2800,-1594112,-156016,-1232840,0,-2800,0,0,,958000
-199584,-333200,-797624,0,-426272,-361208,0,-957600,-3424,-1555792,-164640,-1212848,0,-3344,0,0,,278208
-199584,-348432,-855552,0,-354816,-370072,0,-976752,-3360,-1670752,-157584,-1286152,0,-2992,0,0,,1016
-207648,-346528,-913480,0,-374528,-372288,0,-1027824,-3648,-1747392,-156800,-1286152,0,-3264,0,0,,455056
-230480,-359856,-891200,0,-428736,-334616,0,-989520,-3808,-1647760,-157584,-1212848,0,-3584,0,0,,455056
-225120,-357952,-895656,0,-411488,-312456,0,-989520,-3728,-1563456,-148176,-1239504,0,-5376,0,0,,455056
-226192,-321776,-940216,0,-367136,-330184,0,-1059744,-4112,-1601776,-152368,-1259496,0,-6000,0,0,,455056
-237984,-376992,-882288,0,-388800,-365640,0,-1034208,-4160,-1670752,-157504,-1206184,0,-5952,0,0,,455056
-246560,-443632,-846640,0,-419904,-350128,-3904,-983136,-4608,-1785712,-185752,-1232840,0,-6552,0,0,,455056
-227264,-396032,-869952,0,-388800,-312456,-4064,-995904,-4880,-1732064,-186608,-1266160,0,-6816,0,0,,455056
-202608,-325584,-887616,0,-318816,-274784,-4080,-989520,-4848,-1563456,-147232,-1199520,-1448568,-6768,0,0,,455056
-207968,-302736,-931776,0,-300672,-230464,-4464,-906528,-5136,-1555792,-128400,-1158144,-1702272,-7512,0,0,,455056
-209040,-291312,-945024,0,-316224,-206088,-4448,-820080,-5200,-1555792,-142096,-1138176,-1726824,-7464,0,0,,455056
-221904,-293216,-953856,-2912,-308448,-203872,-4736,-783360,-5744,-1601776,-145520,-1098240,-1620432,-8016,0,0,,455056
-250848,-279888,-984768,-2960,-300672,-203456,-5216,-728280,-6272,-1678416,-144664,-1104896,-1792296,-8976,0,0,,455056
-277648,-277984,-1095168,-3072,-313632,-208080,-6208,-771120,-7632,-1816368,-176336,-1204736,-2078736,-10992,0,0,,455056
-322672,-309120,-1214400,-3136,-279936,-254320,-7840,-862920,-10160,-2168912,-198592,-1351168,-2209680,-14400,0,0,,455056
-362336,-320880,-1209984,-3088,-230688,-258944,-9232,-838440,-12272,-2462712,-188320,-1431040,-2234232,-17376,0,0,,455056
-433088,-258720,-1338048,-3376,-225504,-167616,-12192,-722160,-16512,-2700544,-216568,-1424384,-2528856,-23640,0,0,,455056
-523136,-277200,-1514688,-3648,-243648,-148992,-14176,-728280,-9824,-3007424,-259368,-1464320,-2970792,-27864,0,0,,455056
-483472,-378000,-1324800,-3424,-261792,-253752,-10224,-924120,-7016,-2823296,-219136,-1444352,-2856216,-19680,0,0,,384
-292656,-374640,-830208,-2768,-248832,-307296,-3072,-1040400,-1560,-1764560,-124120,-1231360,-2013264,-4392,0,0,,272
-115776,-273840,-485760,-2384,-230688,-265392,1200,-973080,1744,-744184,-79608,-985088,-1170312,5232,0,0,,144
-55744,-230160,-415104,-2496,-238464,-242112,1776,-924120,2248,-575400,-84744,-832000,-834768,6600,0,0,,304
-34304,-245280,-415104,-2496,-248832,-256080,2256,-1034280,2656,-606088,-62488,-851968,-834768,7392,0,0,,320
-138288,-270480,-697728,-2784,-544320,-270048,-2720,-1095480,-1336,-1258208,-126688,-1164800,-1440384,-3936,0,0,,0
-126496,-238560,-759552,-2640,-554688,-263064,-2928,-1040400,-1392,-1281224,-118984,-1191424,-1407648,-4368,0,0,,0
-120064,-238560,-777216,-2640,-531360,-228144,-2752,-1064880,-1336,-1204504,-113848,-1211392,-1489488,-3864,0,0,,171072
-143648,-245280,-781632,-2736,-562464,-246768,-2848,-1058760,-1424,-1250536,-133536,-1211392,-1522224,-3960,0,0,,828400
-170448,-252000,-803712,-2912,-593568,-293328,-2976,-1144440,-1448,-1426992,-142096,-1277952,-1587696,-4320,0,0,,272800
-159728,-238560,-852288,-2848,-544320,-297984,-2800,-1193400,-1288,-1488368,-137816,-1304576,-1587696,-3864,0,0,,1776
-154368,-194880,-843456,-2624,-502848,-232800,-2992,-1022040,-1432,-1334928,-139528,-1131520,-1456752,-4152,0,0,,177408
-168304,-194880,-768384,-2576,-578016,-204864,-2880,-948600,-1408,-1189160,-143808,-978432,-1366728,-4104,0,0,,857896
-192960,-245280,-759552,-2768,-650592,-253752,-2848,-1089360,-1368,-1350272,-149800,-1018368,-1399464,-4272,0,0,,281808
-201536,-248640,-737472,-2848,-611712,-288672,-2960,-1107720,-1400,-1542072,-154080,-1084928,-1383096,-4392,0,0,,2760
-174736,-225120,-706560,-2768,-544320,-286344,-2768,-1003680,-1320,-1503712,-148088,-1071616,-1317624,-3840,0,0,,184672
-143648,-231840,-794880,-2640,-536544,-256080,-2960,-1046520,-1392,-1411648,-136104,-1131520,-1383096,-4224,0,0,,890136
-139360,-236880,-803712,-2528,-557280,-242112,-2912,-1089360,-1312,-1350272,-138672,-1198080,-1391280,-4080,0,0,,292640
-154368,-210000,-724224,-2640,-544320,-253752,-2896,-960840,-1312,-1250536,-154936,-1131520,-1293072,-4032,0,0,,1904
-166160,-191520,-750720,-2736,-541728,-251424,-2992,-905760,-1432,-1196832,-151512,-1111552,-1358544,-4368,0,0,,190080
-165088,-225120,-790464,-2592,-567648,-251424,-2768,-1022040,-1376,-1357944,-141240,-1118208,-1440384,-3984,0,0,,917664
-160800,-235200,-790464,-2688,-533952,-263064,-2864,-1101600,-1456,-1442336,-140384,-1084928,-1399464,-4272,0,0,,301584
-146864,-183120,-816960,-2992,-484704,-237456,-2784,-1107720,-1352,-1135456,-126688,-1071616,-1424016,-4104,0,0,,1968
-152224,-166320,-852288,-2928,-523584,-232800,-2816,-1083240,-1272,-1005032,-123264,-1091584,-1571328,-4008,0,0,,194432
-182240,-223440,-839040,-2624,-585792,-293328,-3040,-1015920,-1416,-1288896,-148944,-1071616,-1595880,-4368,0,0,,949000
-182240,-225120,-803712,-2624,-572832,-311952,-2864,-973080,-1360,-1396304,-168632,-1025024,-1399464,-4080,0,0,,311472
-172592,-196560,-808128,-2752,-567648,-274704,-2944,-1022040,-1408,-1296568,-169488,-1064960,-1383096,-4392,0,0,,3048
-156512,-220080,-790464,-2656,-557280,-256080,-2960,-1003680,-1376,-1166144,-147232,-1078272,-1432200,-4152,0,0,,376664
-232328,-186480,-763968,-2704,-484704,-223488,-2880,-924120,-1312,-920640,-117272,-998400,-1301256,-3840,0,0,,376664
-217936,-129360,-750720,-2768,-466560,-200208,-2928,-973080,-1392,-836248,-112136,-958464,-1325808,-20160,0,0,,376664
-230272,-171360,-719808,-2656,-487296,-237456,-2736,-1064880,-1296,-951328,-90112,-1011712,-1440384,-18704,0,0,,376664
-201488,-208320,-750720,-2704,-439600,-258408,-2912,-973080,-1376,-1012704,-88704,-1038336,-1293072,-19040,0,0,,376664
-197376,-204960,-786048,-2800,-437088,-270048,-2848,-911880,-1400,-1051064,-101376,-1031680,-1227600,-19152,0,0,,376664
-261112,-228480,-762816,-2688,-487328,-277032,-2688,-1015920,-1344,-1181488,-107008,-1058304,-1505856,-18480,0,0,,376664
-324848,-233520,-745280,-2656,-484816,-244440,-2928,-1144440,-1440,-1296568,-102784,-1124864,-1683360,-20496,0,0,,376664
-333072,-194880,-723360,-2768,-462208,-237456,-2768,-1168920,-1344,-1273552,-101376,-1165104,-1531056,-18480,0,0,,376664
-302232,-184800,-749664,-2688,-454672,-260736,-2816,-1081440,-1392,-1189160,-98560,-1078056,-1354704,-18704,0,0,,376664
-279616,-216720,-762816,0,-454672,-279360,-2896,-1093456,-1392,-1158472,-97856,-1044576,-1314624,-19488,0,0,,376664
-304288,-253680,-736512,0,-509936,-335104,-2784,-1165552,-1320,-1288896,-112640,-1158408,-1314624,-18480,0,0,,376664
-339240,-260400,-727744,0,-567712,-362208,-2992,-1135512,0,-1411648,-126016,-1185192,-1378752,-20496,0,0,,376664
-281672,-184392,-718976,0,-519984,-312928,-2768,-1057408,0,-1158472,-109120,-1011096,-1370736,-18592,0,0,,376664
-224104,-130808,-718976,0,-472256,-271040,-2720,-1003336,0,-964184,-94336,-924048,-1274544,-18592,0,0,,376664
-238496,-156024,-701440,0,-474768,-294168,-2848,-949264,0,-1131208,-91520,-991008,-1210416,-19488,0,0,,376664
-232328,-189120,-657600,0,-462208,-301584,-2752,-925232,0,-1267864,-85888,-1037880,-1218432,-17696,0,0,,376664
-232328,-192272,-688288,0,-494864,-266976,-2880,-931240,0,-1260272,-80960,-1051272,-1290576,-19712,0,0,,384
-252888,-174936,-754048,0,-527520,-244728,-2704,-901200,0,-1199536,-86592,-1031184,-1330656,-18368,0,0,,272
-265224,-138688,-793504,0,-474768,-220008,-2704,-955272,0,-1176760,-100672,-1011096,-1338672,-18032,0,0,,144
-279616,-122928,-802272,0,-449648,-212592,-2864,-1105472,0,-1184352,-103488,-1078056,-1354704,-19712,0,0,,456
-281672,-184392,-789120,0,-489840,-269448,-2736,-1147528,0,-1237496,-97856,-1191888,-1362720,-18480,0,0,,320
-277560,-239552,-775968,0,-469744,-309000,-2912,-1063416,0,-1321008,-98560,-1158408,-1394784,-19376,0,0,,336
-252888,-219064,-740896,0,-454672,-289224,-2784,-1045392,0,-1298232,-99968,-1057968,-1330656,-18032,0,0,,352
-238496,-220640,-762816,0,-497376,-316416,-2816,-1105472,0,-1283048,-102080,-1131624,-1282560,-18928,0,0,,0
-269336,-253736,-828576,0,-489840,-358440,-3008,-1111480,0,-1381744,-100672,-1232064,-1370736,-20496,0,0,,192
-281672,-234824,-806656,0,-454672,-333720,-2752,-1159544,0,-1450072,-102080,-1124928,-1346688,-17472,0,0,,0
-269336,-195424,-775968,0,-459696,-318888,-2832,-1201600,0,-1488032,-111232,-1031184,-1306608,-19152,0,0,,208
-281672,-237976,-793504,0,-509936,-368328,-2784,-1141520,0,-1594320,-111936,-1151712,-1458912,-19712,0,0,,432
-341296,-288408,-815424,0,-562688,-383160,-2848,-1111480,0,-1693016,-109120,-1252152,-1531056,-19600,0,0,,224
-374192,-255312,-828576,0,-540080,-338664,-3024,-1171560,0,-1632280,-109824,-1211976,-1418832,-20832,0,0,,696
-331016,-220640,-819808,0,-469744,-326304,-2688,-1231640,0,-1495624,-101376,-1198584,-1394784,-18592,0,0,,480
-322792,-234824,-837344,0,-474768,-348552,-2800,-1273696,0,-1495624,-93632,-1272240,-1450896,-20048,0,0,,744
-345408,-241128,-819808,0,-525008,-351024,-2896,-1243656,0,-1488032,-99968,-1252152,-1378752,-19824,0,0,,0
-357744,-242704,-802272,0,-555152,-351024,-2784,-1189584,0,-1427296,-111936,-1218672,-1322640,-18592,0,0,,792
-368024,-266344,-837344,0,-570224,-368328,-2912,-1249664,0,-1480440,-114752,-1319112,-1458912,-20048,0,0,,544
-335128,-275800,-815424,0,-562688,-388104,-2816,-1339784,0,-1518400,-107712,-1372680,-1507008,-18368,0,0,,0
-318680,-250584,-784736,0,-545104,-368328,-2912,-1291720,0,-1480440,-108416,-1305720,-1434864,-19712,0,0,,288
-302232,-222216,-767200,0,-502400,-328776,-2832,-1183576,0,-1343784,-104192,-1238760,-1314624,-19936,0,0,,0
-273448,-217488,-797888,0,-454672,-311472,-2704,-1099464,0,-1252680,-90112,-1145016,-1250496,-18256,0,0,,0
-296064,-241128,-837344,0,-477280,-321360,-2832,-1093456,0,-1336192,-95040,-1071360,-1354704,-20048,0,0,,936
-300176,-237976,-797888,0,-507424,-336192,-2704,-1123496,0,-1351376,-105600,-1064664,-1322640,-18592,0,0,,960
-291952,-195424,-771584,0,-467232,-333720,-2928,-1093456,0,-1313416,-99264,-1064664,-1162320,-19152,0,0,,984
-328960,-197000,-784736,0,-437088,-341136,-2880,-1057408,0,-1328600,-89408,-1071360,-1178352,-19712,0,0,,336
-355688,-242704,-789120,0,-467232,-363384,-2592,-1105472,0,-1328600,-88704,-1111536,-1298592,-18480,0,0,,688
-355688,-256888,-780352,0,-497376,-395520,-2880,-1183576,0,-1419704,-102080,-1171800,-1354704,-20496,0,0,,1056
-365968,-250584,-771584,0,-494864,-407880,-2800,-1201600,0,-1488032,-109120,-1211976,-1306608,-19040,0,0,,360
-359800,-244280,-797888,0,-464720,-365856,-2768,-1123496,0,-1434888,-103488,-1225368,-1282560,-19152,0,0,,0
-333072,-239552,-793504,0,-459696,-363384,-2880,-1099464,0,-1336192,-108416,-1198584,-1282560,-19488,0,0,,0
-343352,-236400,-767200,0,-512448,-402936,-2800,-1159544,0,-1275456,-119680,-1145016,-1306608,-18032,0,0,,384
-359800,-239552,-789120,0,-504912,-390576,-2960,-1045392,0,-1374152,-107008,-1057968,-1314624,-20384,0,0,,0
-294008,-219064,-797888,0,-401920,-309000,-2736,-907208,0,-1404520,-78144,-950832,-1218432,-18592,0,0,,0
-269336,-197000,-784736,0,-379312,-286752,-2720,-1015352,0,-1366560,-85184,-991008,-1194384,-17920,0,0,,1224
-357744,-209608,-767200,0,-454672,-358440,-2896,-1069424,0,-1434888,-104896,-1131624,-1330656,-19712,0,0,,832
-409144,-241128,-749664,0,-489840,-390576,-2800,-937248,0,-1541176,-107008,-1171800,-1458912,-18592,0,0,,848
-398864,-250584,-775968,0,-469744,-375744,-2976,-955272,0,-1556360,-114752,-1151712,-1523040,-20048,0,0,,864
-376248,-247432,-784736,0,-462208,-378216,-2880,-1135512,0,-1472848,-112640,-1198584,-1490976,-19152,0,0,,880
-355688,-245856,-775968,0,-462208,-373272,-2848,-1147528,0,-1412112,-90816,-1252152,-1490976,-19040,0,0,,896
-357744,-234824,-732128,0,-457184,-370800,-2896,-1075432,0,-1404520,-86592,-1218672,-1531056,-20272,0,0,,456
-378304,-252160,-670752,0,-482304,-435072,-2688,-1141520,0,-1442480,-111232,-1232064,-1418832,-18480,0,0,,1392
-396808,-297864,-679520,0,-507424,-491928,-2880,-1165552,0,-1533584,-116864,-1272240,-1378752,-19600,0,0,,0
-335128,-289984,-683904,0,-479792,-437544,-2800,-991320,0,-1442480,-101376,-1124928,-1354704,-18816,0,0,,1440
-273448,-244280,-701440,0,-449648,-378216,-2768,-901200,0,-1298232,-106304,-991008,-1290576,-19040,0,0,,1464
-335128,-237976,-745280,0,-499888,-405408,-2912,-1039384,0,-1366560,-118272,-1104840,-1458912,-20832,0,0,,992
-396808,-260040,-767200,0,-570224,-430128,-2704,-1093456,0,-1488032,-109120,-1258848,-1627248,-17920,0,0,,504
-269696,-244280,-802272,0,-514960,-380688,-2864,-973296,0,-1427296,-97152,-1211976,-1539072,-19376,0,0,,504
-239904,-198576,-802272,0,-457184,-343608,-2864,-967288,0,-1237496,-91520,-1158408,-1507008,-5664,0,0,,504
-271264,-195424,-806656,0,-517472,-412824,-2816,-1105472,0,-1260272,-109592,-1225368,-1611216,-5344,0,0,,504
-315168,-233248,-832960,0,-566592,-454848,-3040,-1159544,0,-1434888,-130192,-1252152,-1603200,-5760,0,0,,504
-304192,-244280,-758432,0,-519168,-422712,-2784,-1129504,0,-1412112,-135960,-1232064,-1555104,-5376,0,0,,504
-286944,-233248,-705824,0,-469248,-405408,-2832,-1027368,0,-1328600,-117008,-1218672,-1603200,-5760,0,0,,504
-288512,-237976,-754048,0,-486720,-420240,-2880,-979304,0,-1313416,-104648,-1198584,-1568000,-5472,0,0,,504
-280672,-222216,-780352,0,-521664,-430128,-2736,-1087448,0,-1260272,-114536,-1220664,-1512000,-4800,0,0,,504
-261856,-197000,-714592,0,-509184,-412824,-2816,-1063416,0,-1199536,-121952,-1180200,-1480000,-5536,0,0,,504
-224224,-225368,-683904,-4008,-456768,-410352,-2720,-925232,0,-1138800,-114536,-1065552,-1384000,-5376,0,0,,504
-216384,-252160,-736512,-4032,-471744,-447840,-2912,-949264,0,-1040104,-121128,-1025088,-1384000,-5568,0,0,,504
-224224,-223792,-754048,-4056,-514176,-460280,-2928,-997328,-4320,-880672,-123600,-1052064,-1384000,-5664,0,0,,504
-219520,-191296,-749664,-3960,-489216,-403056,-2688,-931240,-3984,-812344,-111240,-1025088,-1280000,-5216,0,0,,504
-232064,-183456,-754048,-3912,-449280,-350808,-2848,-937248,-4248,-932832,-101352,-984624,-1280000,-5504,0,0,,504
-221088,-186592,-723360,-3936,-419328,-369600,-2752,-1003336,-4008,-948000,-93936,-998112,-1280000,-5056,0,0,,504
-196000,-191296,-727744,-4056,-409344,-364672,-2880,-973296,-1368,-849408,-92288,-1011600,-1208000,-5472,0,0,,504
-206976,-196416,-710208,-4008,-439296,-330176,-2928,-1027368,-1416,-819072,-89816,-1025088,-1200000,-5664,0,0,,504
-225792,-196416,-609376,-3864,-466752,-344960,-2752,-1213616,-1336,-841824,-98880,-1052064,-1176000,-5152,0,0,,614952
-214816,-191664,-644448,-4128,-454272,-379456,-2944,-1261680,-1408,-879744,-117832,-1065552,-1192000,-5920,0,0,,204016
-196000,-186912,-727744,-4296,-446784,-357280,-2752,-1087448,-1328,-872160,-108768,-1045320,-1216000,-5472,0,0,,0
-217952,-190080,-710208,-4008,-456768,-315392,-2704,-925232,-1336,-917664,-92288,-1018344,-1184000,-5184,0,0,,131712
-250880,-199584,-718976,-4104,-446784,-352352,-2832,-931240,-1392,-1046592,-109592,-1031832,-1256000,-5536,0,0,,646680
-269696,-199584,-780352,-4392,-466752,-399168,-2752,-961280,-1328,-1023840,-129368,-1031832,-1400000,-5280,0,0,,212592
-283808,-183744,-824192,-4152,-494208,-349888,-2912,-949264,-1456,-932832,-130192,-998112,-1472000,-5760,0,0,,0
-275968,-172656,-771584,-4080,-501696,-300608,-2784,-961280,-1384,-932832,-129368,-937416,-1368000,-5440,0,0,,138688
-283808,-183744,-749664,-4152,-494208,-322784,-2800,-919224,-1352,-1046592,-139256,-856488,-1272000,-5408,0,0,,675688
-307328,-199584,-780352,-3888,-469248,-354816,-2864,-871160,-1416,-1114848,-136784,-876720,-1304000,-5856,0,0,,222480
-272832,-199584,-749664,-3864,-466752,-357280,-2688,-979304,-1312,-1099680,-121952,-977880,-1320000,-5120,0,0,,2184
-239904,-188496,-661984,-4128,-489216,-354816,-2928,-1057408,-1368,-1061760,-119480,-984624,-1200000,-5472,0,0,,145728
-246176,-191664,-613760,-3984,-504192,-376992,-2864,-997328,-1328,-985920,-125248,-930672,-1080000,-5504,0,0,,706056
-243040,-218592,-683904,-4032,-479232,-394240,-2816,-973296,-1360,-1039008,-136784,-917184,-1104000,-5536,0,0,,233120
-249312,-242352,-705824,-4416,-464256,-389312,-2992,-979304,-1472,-1175520,-149968,-917184,-1168000,-5984,0,0,,1520
-271264,-245520,-675136,-4296,-494208,-413952,-2704,-943256,-1312,-1152768,-149144,-903696,-1160000,-5280,0,0,,152832
-282240,-212256,-736512,-3936,-494208,-416416,-2752,-949264,-1376,-1061760,-141728,-937416,-1248000,-5536,0,0,,735648
-280672,-188496,-754048,-3840,-461760,-381920,-2880,-1003336,-1384,-1023840,-136784,-998112,-1392000,-5600,0,0,,243040
-282240,-209088,-740896,-4080,-451776,-374528,-2944,-943256,-1360,-1107264,-136784,-1011600,-1416000,-5632,0,0,,2376
-302624,-234432,-793504,-4080,-466752,-386848,-2976,-907208,-1440,-1221024,-140080,-991368,-1416000,-6048,0,0,,159200
-319872,-242352,-824192,-3840,-476736,-416416,-2640,-1045392,-1304,-1266528,-149144,-998112,-1416000,-5248,0,0,,768408
-312032,-243936,-797888,-3984,-449280,-433664,-2816,-1105472,-1368,-1281696,-145024,-1058808,-1448000,-5568,0,0,,253776
-279104,-245520,-745280,-4152,-449280,-411488,-2896,-1057408,-1352,-1258944,-121128,-1058808,-1384000,-5568,0,0,,2472
-286944,-245520,-697056,-3984,-506688,-401632,-2736,-1075432,-1288,-1243776,-125248,-1045320,-1328000,-5184,0,0,,164736
-315168,-228096,-705824,-3864,-521664,-409024,-2832,-1069424,-1448,-1251360,-145024,-1018344,-1344000,-5792,0,0,,796320
-307328,-228096,-758432,-4008,-496704,-418880,-2720,-1045392,-1368,-1319616,-139256,-1031832,-1400000,-5536,0,0,,262032
-324576,-259776,-797888,-4200,-491712,-445984,-2928,-1075432,-1376,-1486464,-139256,-1079040,-1536000,-5728,0,0,,0
-316736,-248688,-745280,-4104,-451776,-438592,-2880,-1015352,-1376,-1380288,-146672,-1018344,-1472000,-5472,0,0,,169344
-285376,-201168,-710208,-3864,-436800,-394240,-2672,-937248,-1296,-1145184,-142552,-937416,-1248000,-5088,0,0,,826656
-307328,-191664,-775968,-4128,-471744,-364672,-2960,-961280,-1392,-1228608,-138432,-957648,-1296000,-5728,0,0,,272800
-319872,-204336,-789120,-4464,-424320,-337568,-2864,-949264,-1312,-1304448,-132664,-910440,-1384000,-5248,0,0,,2664
-312032,-223344,-775968,-4200,-374400,-327712,-2928,-961280,-1376,-1289280,-132664,-869976,-1328000,-5536,0,0,,177408
-319872,-223344,-762816,-4080,-419328,-337568,-2944,-1027368,-1400,-1327200,-131016,-950904,-1344000,-5856,0,0,,856992
-301056,-191664,-749664,-4152,-449280,-332640,-2704,-1051400,-1280,-1289280,-121128,-1025088,-1416000,-5312,0,0,,283632
-282240,-193248,-736512,-4032,-426816,-342496,-2816,-1009344,-1408,-1258944,-127720,-1058808,-1392000,-5856,0,0,,1840
-263424,-234432,-718976,-4032,-389376,-364672,-2752,-979304,-1344,-1258944,-131016,-1004856,-1184000,-5344,0,0,,181888
-249312,-256608,-740896,-4104,-386880,-372064,-2896,-985312,-1360,-1296864,-116184,-856488,-1032000,-5152,0,0,,890136
-285376,-261360,-749664,-3912,-474240,-416416,-2912,-1015352,-1440,-1372704,-125248,-869976,-1200000,-5728,0,0,,292640
-296352,-266112,-710208,-3936,-524160,-445984,-2608,-1027368,-1344,-1372704,-137608,-950904,-1416000,-5600,0,0,,2856
-255584,-262944,-732128,-4080,-441792,-384384,-2848,-1015352,-1400,-1243776,-121128,-795792,-1376000,-6016,0,0,,188160
-224224,-239184,-754048,-3960,-379392,-317856,-2832,-1051400,-1352,-1054176,-104648,-613704,-1208000,-5312,0,0,,918632
-216384,-199584,-740896,-4032,-374400,-305536,-2736,-1063416,-1360,-978336,-110416,-553008,-1192000,-5120,0,0,,303536
-221088,-202752,-754048,-4368,-399360,-342496,-2880,-1045392,-1392,-1069344,-112888,-593472,-1304000,-5696,0,0,,984
-264992,-272448,-775968,-4296,-451776,-409024,-2864,-1135512,-1320,-1243776,-124424,-701376,-1416000,-5312,0,0,,197408
-327712,-296208,-793504,-3864,-434304,-426272,-3024,-1237648,-1456,-1433376,-140904,-741840,-1504000,-5728,0,0,,948000
-297920,-243936,-780352,-3792,-344448,-384384,-2848,-1213616,-1400,-1403040,-125248,-708120,-1472000,-5376,0,0,,310464
-255584,-256608,-780352,-4128,-364416,-384384,-2800,-1189584,-1376,-1334784,-121128,-789048,-1392000,-5152,0,0,,2032
