F3 Quality,FC6 Quality,P7 Quality,T8 Quality,F7 Quality,F8 Quality,T7 Quality,P8 Quality,AF4 Quality,F4 Quality,AF3 Quality,O2 Quality,O1 Quality,FC5 Quality,X Quality,Y Quality,Z Quality,Unknown Quality
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,16
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,8
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,0
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,24
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,16
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,24
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,8
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,8
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,8
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,24
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,8
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,24
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,16
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,16
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,0
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,0
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,24
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,0
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,0
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,8
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,8
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,16
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,0
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,8
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,24
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,16
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,16
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,8
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,0
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,0
1168,1720,5720,8,2768,2608,24,7080,0,7704,1656,7320,7952,1976,0,0,0,24
