F3 Quality,FC6 Quality,P7 Quality,T8 Quality,F7 Quality,F8 Quality,T7 Quality,P8 Quality,AF4 Quality,F4 Quality,AF3 Quality,O2 Quality,O1 Quality,FC5 Quality,X Quality,Y Quality,Z Quality,Unknown Quality
992,1496,4224,16,2472,1872,16,5808,904,7520,784,6744,8056,16,0,0,0,1488
992,1496,4224,16,2472,1864,16,5808,904,7520,784,6744,8056,16,0,0,0,1488
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,1488
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,8
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,8
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,8
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,16
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,0
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,16
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,0
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,8
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,8
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,16
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,0
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,0
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,8
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,8
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,16
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,0
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,8
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,0
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,16
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,0
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,8
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,16
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,0
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,8
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,16
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,8
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,16
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,16
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,16
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,16
992,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
1016,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,16,0,0,0,24
1016,1496,4224,16,2472,1864,16,5808,896,7520,784,6744,8056,0,0,0,0,24
1016,1496,4224,16,2472,1864,16,5808,896,7520,776,6744,8056,0,0,0,0,24
1016,1496,4224,16,2480,1864,16,5808,896,7520,776,6744,8056,0,0,0,0,24
1016,1496,4224,16,2480,1864,16,5808,896,7520,776,6744,8056,0,0,0,0,24
1016,1496,4240,16,2480,1864,16,5808,896,7520,776,6744,8056,0,0,0,0,24
1016,1496,4240,16,2480,1864,16,5808,896,7520,776,6744,8048,0,0,0,0,24
1016,1496,4240,16,2480,1864,16,5808,896,7520,776,6720,8048,0,0,0,0,24
1016,1496,4240,16,2480,1864,16,5800,896,7520,776,6720,8048,0,0,0,0,24
1016,1496,4240,8,2480,1864,16,5800,896,7520,776,6720,8048,0,0,0,0,24
1016,1496,4240,8,2480,2288,16,5800,896,7520,776,6720,8048,0,0,0,0,24
1016,1496,4240,8,2480,2288,16,5800,24,7520,776,6720,8048,0,0,0,0,24
1016,1488,4240,8,2480,2288,16,5800,24,7520,776,6720,8048,0,0,0,0,24
1016,1488,4240,8,2480,2288,16,5800,24,7536,776,6720,8048,0,0,0,0,24
1016,1488,4240,8,2480,2288,16,5800,24,7536,776,6720,8048,0,0,0,0,24
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,24
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,24
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7528
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2272
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,16
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1496
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7528
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2288
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,24
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1488
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7520
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2288
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,16
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1496
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7536
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2288
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,8
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1488
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7520
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2288
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,24
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1472
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7520
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2288
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,24
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1472
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7528
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2288
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,16
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1480
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7528
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2272
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,24
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1472
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7520
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2272
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,8
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1472
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7528
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2272
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,0
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1472
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7536
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2296
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,8
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1472
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,7528
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,2280
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,8
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1488
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,0,0,0,0,1488
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,16,0,0,0,1488
1016,1488,4240,8,2480,2288,16,5800,16,7536,776,6720,8048,16,0,0,0,1488
1016,1488,4240,8,2472,2288,16,5800,16,7536,776,6720,8048,16,0,0,0,1488
1016,1488,4240,8,2472,2288,0,5800,16,7536,776,6720,8048,16,0,0,0,1488
1016,1488,4240,8,2472,2288,0,5800,16,7536,776,6720,8048,16,0,0,0,1488
1016,1488,4240,8,2472,2288,0,5800,16,7536,776,6720,8056,16,0,0,0,1488
1016,1488,4240,8,2472,2288,0,5800,16,7536,776,6720,8056,16,0,0,0,1488
1016,1488,4240,8,2472,2288,0,5808,16,7536,776,6720,8056,16,0,0,0,1488
1016,1488,4240,8,2472,2288,0,5808,16,7536,776,6720,8056,16,0,0,0,1488
1016,1488,4240,8,2472,2368,0,5808,16,7536,776,6720,8056,16,0,0,0,1488
1016,1488,4240,8,2472,2368,0,5808,0,7536,776,6720,8056,16,0,0,0,1488
1016,1480,4240,8,2472,2368,0,5808,0,7536,776,6720,8056,16,0,0,0,1488
1016,1480,4240,8,2472,2368,0,5808,0,7536,776,6720,8056,16,0,0,0,1488
1016,1480,4240,8,2472,2376,0,5808,0,7536,776,6720,8056,16,0,0,0,1488
1016,1480,4240,8,2472,2376,0,5808,16,7536,776,6720,8056,16,0,0,0,1488
1016,1480,4240,8,2472,2376,0,5808,16,7536,776,6720,8056,16,0,0,0,8
1016,1480,4240,8,2472,2376,0,5808,16,7536,776,6720,8056,16,0,0,0,24
1016,1480,4240,8,2472,2376,0,5808,16,7536,776,6720,8056,16,0,0,0,24
