F3 Quality,FC6 Quality,P7 Quality,T8 Quality,F7 Quality,F8 Quality,T7 Quality,P8 Quality,AF4 Quality,F4 Quality,AF3 Quality,O2 Quality,O1 Quality,FC5 Quality,X Quality,Y Quality,Z Quality,Unknown Quality
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632
7000,0,0,0,0,0,0,0,0,0,0,0,0,6824,0,0,0,6632
7000,0,0,0,0,0,0,0,0,0,6760,0,0,6824,0,0,0,6632
7000,0,0,0,6864,0,0,0,0,0,6760,0,0,6824,0,0,0,6632
7000,0,0,0,6864,0,6136,0,0,0,6760,0,0,6824,0,0,0,6632
7000,0,6952,0,6864,0,6136,0,0,0,6760,0,0,6824,0,0,0,6632
7000,0,6952,0,6864,0,6136,0,0,0,6760,0,6112,6824,0,0,0,6632
7000,0,6952,0,6864,0,6136,0,0,0,6760,6720,6112,6824,0,0,0,6632
7000,0,6952,0,6864,0,6136,7088,0,0,6760,6720,6112,6824,0,0,0,6632
7000,0,6952,6152,6864,0,6136,7088,0,0,6760,6720,6112,6824,0,0,0,6632
7000,0,6952,6152,6864,6392,6136,7088,0,0,6760,6720,6112,6824,0,0,0,6632
7000,0,6952,6152,6864,6392,6136,7088,16,0,6760,6720,6112,6824,0,0,0,6632
7000,6680,6952,6152,6864,6392,6136,7088,16,0,6760,6720,6112,6824,0,0,0,6632
7000,6680,6952,6152,6864,6392,6136,7088,16,3200,6760,6720,6112,6824,0,0,0,6632
7000,6680,6952,6152,6864,6368,6136,7088,16,3200,6760,6720,6112,6824,0,0,0,6632
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,6632
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,24
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,24
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,24
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,24
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,24
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,24
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,24
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,16
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,0
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
7000,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
6792,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,6824,0,0,0,8
6792,6680,6952,6152,6864,6368,6136,7088,8,3200,6760,6720,6112,7136,0,0,0,8
6792,6680,6952,6152,6864,6368,6136,7088,8,3200,7048,6720,6112,7136,0,0,0,8
6792,6680,6952,6152,7472,6368,6136,7088,8,3200,7048,6720,6112,7136,0,0,0,8
6792,6680,6952,6152,7472,6368,5976,7088,8,3200,7048,6720,6112,7136,0,0,0,8
6792,6680,6672,6152,7472,6368,5976,7088,8,3200,7048,6720,6112,7136,0,0,0,8
6792,6680,6672,6152,7472,6368,5976,7088,8,3200,7048,6720,6200,7136,0,0,0,8
6792,6680,6672,6152,7472,6368,5976,7088,8,3200,7048,5952,6200,7136,0,0,0,8
6792,6680,6672,6152,7472,6368,5976,7200,8,3200,7048,5952,6200,7136,0,0,0,8
6792,6680,6672,6784,7472,6368,5976,7200,8,3200,7048,5952,6200,7136,0,0,0,8
6792,6680,6672,6784,7472,6960,5976,7200,8,3200,7048,5952,6200,7136,0,0,0,8
6792,6680,6672,6784,7472,6960,5976,7200,16,3200,7048,5952,6200,7136,0,0,0,8
6792,7024,6672,6784,7472,6960,5976,7200,16,3200,7048,5952,6200,7136,0,0,0,8
6792,7024,6672,6784,7472,6960,5976,7200,16,3392,7048,5952,6200,7136,0,0,0,8
6792,7024,6672,6784,7472,6944,5976,7200,16,3392,7048,5952,6200,7136,0,0,0,8
6792,7024,6672,6784,7472,6944,5976,7200,0,3392,7048,5952,6200,7136,0,0,0,8
6792,7016,6672,6784,7472,6944,5976,7200,0,3392,7048,5952,6200,7136,0,0,0,8
6792,7016,6672,6784,7472,6944,5976,7200,0,3392,7048,5952,6200,7136,0,0,0,3408
6792,7016,6672,6784,7472,6944,5976,7200,0,3392,7048,5952,6200,7136,0,0,0,6960
6792,7016,6672,6784,7472,6944,5976,7200,0,3392,7048,5952,6200,7136,0,0,0,0
6792,7016,6672,6784,7472,6944,5976,7200,0,3392,7048,5952,6200,7136,0,0,0,7024
6792,7016,6672,6784,7472,6944,5976,7200,0,3392,7048,5952,6200,7136,0,0,0,3416
6792,7016,6672,6784,7472,6944,5976,7200,0,3392,7048,5952,6200,7136,0,0,0,6960
6792,7016,6672,6784,7472,6944,5976,7200,0,3392,7048,5952,6200,7136,0,0,0,24
6792,7016,6672,6784,7472,6944,5976,7200,0,3392,7048,5952,6200,7136,0,0,0,7032
