"F3 Value","F3 Quality","FC6 Value","FC6 Quality","P7 Value","P7 Quality","T8 Value","T8 Quality","F7 Value","F7 Quality","F8 Value","F8 Quality","T7 Value","T7 Quality","P8 Value","P8 Quality","AF4 Value","AF4 Quality","F4 Value","F4 Quality","AF3 Value","AF3 Quality","O2 Value","O2 Quality","O1 Value","O1 Quality","FC5 Value","FC5 Quality","X Value","X Quality","Y Value","Y Quality","Z Value","Z Quality","Unknown Value","Unknown Quality"
"-151","0","-110","0","-190","0","-148","0","-128","0","-109","0","-209","0","-164","0","-165","0","-102","0","-113","0","-170","0","-168","0","-161","0","21","0","23","0","?","0","51","0"
"-124","0","-87","0","-121","0","-148","0","-359","0","-155","0","-226","0","-149","0","360","0","-44","0","-111","0","-140","0","-78","0","-153","0","19","0","24","0","?","0","49","16"
"-126","0","-74","0","-131","0","-85","0","-354","0","-157","0","-216","0","-111","0","274","0","-43","0","-125","0","-114","0","-100","0","-155","0","19","0","24","0","?","0","50","0"
"-123","0","-67","0","-150","0","-49","0","-334","0","-144","0","-215","0","-98","0","173","0","-40","0","-111","0","-103","0","-129","0","-146","0","19","0","24","0","?","0","51","24"
"-107","0","-56","0","-159","0","-80","0","-304","0","-117","0","-202","0","-138","0","78","0","-36","0","-101","0","-142","0","-160","0","-130","0","20","0","24","0","?","0","52","0"
"-110","0","-47","0","-156","0","-93","0","-309","0","-115","0","-201","0","-157","0","12","0","-37","0","-103","0","-157","0","-156","0","-140","0","20","0","24","0","?","0","53","0"
"-129","0","-49","0","-152","0","-60","0","-324","0","-135","0","-223","0","-128","0","-76","0","-47","0","-112","0","-113","0","-123","0","-155","0","20","0","24","0","?","0","54","8"
"-130","0","-50","0","-150","0","-69","0","-312","0","-142","0","-209","0","-110","0","-121","0","-47","0","-128","0","-75","0","-114","0","-155","0","20","0","24","0","?","0","55","16"
"-120","0","-53","0","-148","0","-101","0","-294","0","-151","0","-174","0","-132","0","-190","0","-36","0","-129","0","-89","0","-118","0","-171","0","20","0","24","0","?","0","56","16"
"-114","0","-57","0","-163","0","-82","0","-297","0","-168","0","-179","0","-160","0","-262","0","-33","0","-116","0","-117","0","-118","0","-184","0","21","0","24","0","?","0","57","16"
"-128","0","-55","0","-180","0","-58","0","-310","0","-177","0","-199","0","-172","0","-296","0","-51","0","-150","0","-120","0","-130","0","-188","0","21","0","25","0","?","0","58","16"
"-147","0","-59","0","-167","0","-83","0","-304","0","-184","0","-196","0","-188","0","-362","0","-69","0","-163","0","-113","0","-122","0","-210","0","21","0","25","0","?","0","59","16"
"-143","0","-67","0","-147","0","-98","0","-293","0","-201","0","-206","0","-177","0","-389","0","-63","0","-115","0","-83","0","-87","0","-229","0","21","0","25","0","?","0","60","8"
"-146","0","-62","0","-161","0","-72","0","-304","0","-204","0","-239","0","-139","0","-417","0","-70","0","-155","0","-56","0","-100","0","-232","0","21","0","25","0","?","0","61","0"
"-157","0","-69","0","-187","0","-88","0","-299","0","-194","0","-238","0","-153","0","-460","0","-88","0","-200","0","-97","0","-149","0","-227","0","22","0","25","0","?","0","62","24"
"-149","0","-82","0","-187","0","-129","0","-258","0","-191","0","-199","0","-191","0","-468","0","-83","0","-136","0","-151","0","-173","0","-212","0","22","0","25","0","?","0","63","24"
"-145","2984","-50","0","-183","0","-86","0","-242","0","-170","0","-179","0","-178","0","-496","0","-66","0","-130","0","-148","0","-179","0","-206","0","22","0","25","0","?","0","63","24"
"-150","2984","-26","0","-184","0","-24","0","-252","0","-141","0","-183","0","-166","0","-472","0","-57","0","-180","0","-141","0","-176","0","-219","1696","22","0","25","0","?","0","63","24"
"-146","2984","-58","0","-179","0","-62","0","-243","0","-159","0","-178","0","-203","0","-413","0","-63","0","-144","2608","-155","0","-158","0","-211","1696","22","0","25","0","?","0","63","24"
"-149","2984","-77","0","-172","0","-117","0","-222","3480","-173","0","-176","0","-210","0","-345","0","-73","0","-119","2608","-145","0","-153","0","-193","1696","22","0","25","0","?","0","63","24"
"-153","2984","-55","0","-161","0","-96","0","-199","3480","-137","0","-182","3256","-161","0","-227","0","-62","0","-153","2608","-110","0","-149","0","-188","1696","22","0","25","0","?","0","63","24"
"-133","2984","-41","0","-154","2456","-73","0","-178","3480","-115","0","-197","3256","-146","0","-149","0","-45","0","-124","2608","-108","0","-137","0","-176","1696","22","0","24","0","?","0","63","24"
"-115","2984","-60","0","-169","2456","-97","0","-165","3480","-140","0","-222","3256","-185","0","-84","0","-47","0","-68","2608","-149","0","-151","2856","-151","1696","22","0","24","0","?","0","63","24"
"-124","2984","-95","0","-168","2456","-141","0","-178","3480","-184","0","-228","3256","-201","0","-36","0","-69","0","-88","2608","-141","1760","-140","2856","-147","1696","22","0","24","0","?","0","63","24"
"-127","2984","-97","0","-152","2456","-155","0","-185","3480","-190","0","-206","3256","-172","1312","-35","0","-65","0","-104","2608","-90","1760","-104","2856","-156","1696","22","0","24","0","?","0","63","24"
"-111","2984","-47","0","-170","2456","-117","3152","-158","3480","-167","0","-188","3256","-153","1312","-34","0","-27","0","-66","2608","-107","1760","-138","2856","-139","1696","22","0","24","0","?","0","63","24"
"-109","2984","-20","0","-193","2456","-79","3152","-138","3480","-162","2544","-178","3256","-154","1312","-79","0","-20","0","-62","2608","-163","1760","-194","2856","-127","1696","22","0","24","0","?","0","63","24"
"-134","2984","-36","0","-182","2456","-61","3152","-142","3480","-123","2544","-172","3256","-149","1312","-112","0","-50","0","-96","2608","-167","1760","-188","2856","-140","1696","22","0","24","0","?","0","63","24"
"-155","2984","-53","3776","-174","2456","-58","3152","-149","3480","-57","2544","-177","3256","-137","1312","-154","0","-66","0","-99","2608","-120","1760","-156","2856","-157","1696","22","0","24","0","?","0","63","24"
"-152","2984","-70","3776","-183","2456","-91","3152","-150","3480","-52","2544","-189","3256","-137","1312","-237","0","-68","2312","-99","2608","-93","1760","-147","2856","-148","1696","22","0","24","0","?","0","63","24"
"-145","2984","-75","3776","-183","2456","-123","3152","-151","3480","-71","2544","-204","3256","-176","1312","-271","0","-81","2312","-126","2608","-144","1760","-162","2856","-126","1696","22","0","24","0","?","0","63","24"
"-152","2984","-66","3776","-183","2456","-117","3152","-149","3480","-60","2544","-204","3256","-209","1312","-331","0","-99","2312","-137","2608","-187","1760","-172","2856","-133","1696","22","0","24","0","?","0","63","24"
"-158","2984","-64","3784","-191","2456","-115","3152","-159","3480","-63","2544","-189","3256","-180","1312","-390","0","-97","2312","-129","2608","-117","1760","-147","2856","-158","1696","22","0","24","0","?","0","63","24"
"-140","2984","-61","3784","-176","2456","-125","3152","-159","3480","-76","2544","-187","3256","-147","1312","-418","0","-71","2312","-122","2608","-57","1760","-109","2856","-160","1696","22","0","24","0","?","0","81","2328"
"-120","2984","-56","3784","-160","2456","-111","3152","-130","3480","-64","2544","-187","3256","-170","1312","-474","0","-63","2312","-110","2608","-117","1760","-118","2856","-154","1696","22","0","24","0","?","0","82","2544"
"-129","2984","-61","3784","-176","2456","-96","3152","-120","3480","-61","2544","-182","3256","-191","1312","-505","0","-78","2312","-112","2608","-164","1760","-150","2856","-176","1696","22","0","24","0","?","0","83","16"
"-149","2984","-51","3784","-187","2456","-85","3152","-133","3480","-42","2544","-191","3256","-178","1312","-568","0","-76","2312","-128","2608","-146","1760","-155","2856","-189","1696","22","0","24","0","?","0","84","3784"
"-145","2984","-23","3784","-173","2456","-79","3152","-114","3480","6","2544","-178","3256","-175","1312","-648","0","-65","2312","-125","2608","-145","1760","-153","2856","-180","1696","22","0","24","0","?","0","85","2328"
"-130","2984","-26","3784","-167","2456","-89","3152","-80","3480","5","2544","-133","3256","-187","1312","-746","0","-79","2312","-107","2608","-143","1760","-157","2856","-177","1696","22","0","24","0","?","0","86","2552"
"-124","2984","-35","3784","-167","2456","-81","3152","-82","3480","-16","2544","-127","3256","-186","1312","-906","0","-91","2312","-97","2608","-122","1760","-153","2856","-182","1696","22","0","24","0","?","0","87","24"
"-121","2984","-15","3784","-163","2456","-61","3152","-85","3480","3","2544","-141","3256","-168","1312","-1026","0","-81","2312","-111","2608","-119","1760","-148","2856","-182","1696","22","0","24","0","?","0","88","3776"
"-123","2984","10","3784","-173","2456","-49","3152","-59","3480","36","2544","-108","3256","-150","1312","-1291","0","-85","2312","-115","2608","-118","1760","-147","2856","-190","1696","22","0","24","0","?","0","89","2312"
"-136","2984","15","3784","-183","2456","-35","3152","-45","3480","52","2544","-86","3256","-163","1312","-1570","0","-92","2312","-98","2608","-104","1760","-144","2856","-213","1696","23","0","24","0","?","0","90","2528"
"-146","2984","-2","3784","-184","2456","-35","3152","-72","3480","53","2544","-115","3256","-206","1312","-1353","0","-91","2312","-98","2608","-133","1760","-154","2856","-224","1696","23","0","24","0","?","0","91","16"
"-159","2984","-44","3784","-197","2456","-82","3152","-123","3480","25","2544","-152","3256","-227","1312","-801","0","-101","2312","-131","2608","-161","1760","-171","2856","-215","1696","22","0","24","0","?","0","92","3784"
