T7 Value,P8 Value,O2 Value,O1 Value,FC5 Value
-190.75,-147.25,-170.5,-189.5,-260.5
13.0,43.25,47.5,36.75,67.75
-194.25,-167.25,-179.5,-191.25,-268.75
15.0,100.0,77.0,44.25,83.5
-163.75,-134.5,-165.25,-172.5,-253.25
-10.75,41.75,46.0,21.25,53.5
-138.25,-118.25,-159.25,-155.5,-225.25
-42.75,-40.5,-10.25,-1.5,9.25
-133.75,-79.0,-143.5,-159.75,-210.75
-38.0,-16.75,1.25,7.0,14.25
-140.75,-63.25,-123.25,-167.75,-214.0
-23.5,-21.0,-13.0,20.5,23.25
-157.25,-116.5,-162.25,-181.25,-226.5
4.0,14.25,34.25,38.5,51.5
-176.0,-158.75,-223.75,-198.75,-255.75
13.5,82.0,123.25,58.75,66.0
-175.5,-155.75,-224.75,-200.0,-255.75
0.5,70.5,107.75,35.0,53.75
-155.75,-160.5,-203.25,-182.75,-233.25
-24.5,6.5,37.5,17.0,28.5
-138.75,-113.0,-164.0,-158.25,-212.5
-39.0,-16.75,14.0,7.75,18.0
-131.25,-52.75,-117.25,-156.0,-207.25
-164.0,-134.75,-119.25,-120.75,2.5
-473.25,-489.75,-536.25,-496.5,-223.5
-171.5,-127.5,-146.25,-146.5,19.25
-101.5,-93.0,-111.0,-82.0,-207.25
92.75,176.75,183.25,157.75,36.5
-306.5,-323.5,-348.25,-314.25,-219.75
-221.75,-126.25,-104.75,-150.0,12.75
-563.25,-547.25,-575.5,-535.25,-249.0
-146.25,-106.25,-127.5,-130.25,56.25
-457.25,-382.75,-398.5,-365.25,-250.75
-285.75,-276.75,-317.75,-356.5,48.0
-143.25,-113.25,-77.25,-18.0,-237.75
9.5,58.25,7.0,-48.0,67.5
338.75,430.75,463.5,532.5,-215.25
216.75,271.25,269.75,165.25,77.25
0.0,-44.75,16.25,67.25,-238.0
-772.25,-730.5,-827.0,-803.25,10.0
-141.0,-96.75,-21.75,-75.5,-237.75
-408.25,-406.25,-497.75,-422.25,47.0
647.5,737.25,844.5,772.25,-204.25
-99.25,-89.0,-170.75,-108.75,66.0
669.0,774.5,893.25,797.5,-201.5
-88.25,-39.5,-129.0,-79.25,60.75
894.0,945.5,1055.25,961.0,-192.5
-319.0,-287.75,-358.25,-282.75,56.25
812.0,875.25,976.75,876.5,-195.25
-447.5,-442.75,-531.0,-421.0,48.25
788.5,900.5,965.25,845.5,-201.25
-555.75,-577.25,-663.75,-530.25,42.75
642.25,717.5,774.0,656.25,-198.5
-576.25,-593.25,-670.0,-518.25,38.5
512.5,559.25,613.75,505.25,-202.75
-664.75,-654.0,-730.5,-609.75,31.5
328.0,397.0,439.0,330.5,-205.25
-608.5,-587.5,-677.75,-572.5,32.0
446.0,524.0,586.25,478.5,-203.25
-592.25,-600.5,-685.75,-578.0,33.25
510.5,591.25,663.25,554.0,-198.5
-617.5,-631.75,-696.75,-599.0,36.5
583.75,648.5,702.75,568.5,-198.25
-543.75,-609.75,-649.0,-530.0,36.0
551.25,627.5,695.75,555.25,-197.75
-529.75,-602.5,-672.75,-544.25,37.25
469.0,532.75,603.5,458.5,-201.5
-600.75,-670.5,-726.25,-606.0,30.5
466.25,556.75,609.0,469.5,-197.5
-631.0,-676.0,-734.75,-639.25,26.25
319.25,386.0,414.25,349.25,-190.75
-409.75,-445.0,-492.25,-442.5,29.0
387.75,415.25,449.75,405.75,-196.75
-553.75,-556.25,-614.0,-547.75,31.25
486.0,478.75,536.75,480.5,-198.0
-584.75,-572.25,-634.75,-567.0,29.0
534.0,522.75,573.25,511.5,-192.25
-562.25,-536.0,-606.25,-530.5,29.5
474.5,429.0,501.5,426.0,-198.5
-509.75,-501.0,-564.25,-482.25,35.25
392.25,337.25,424.0,339.5,-209.5
-684.0,-670.25,-751.5,-678.0,27.75
