T7 Value,P8 Value,O2 Value,O1 Value,FC5 Value
-171.5,-174.25,-188.0,-177.5,-182.5
-166.0,-175.75,-179.25,-170.75,-161.25
-102.0,-175.5,-165.5,-152.75,-93.0
-101.25,-171.25,-159.25,-140.75,-88.25
-139.75,-170.25,-190.25,-174.0,-133.5
-157.75,-157.0,-179.25,-166.75,-157.25
-170.0,-166.5,-189.25,-192.0,-176.5
-184.25,-162.25,-180.5,-182.75,-193.0
-201.0,-154.0,-190.5,-194.75,-204.5
-234.0,-164.0,-204.75,-210.5,-249.5
-325.25,-152.5,-187.0,-205.75,-348.75
-162.0,-144.75,-151.5,-157.5,-161.0
-172.75,-146.0,-164.75,-172.25,-170.0
-170.0,-150.0,-165.5,-158.0,-165.0
-116.5,-143.75,-140.5,-135.5,-105.75
-106.0,-145.5,-130.0,-134.5,-97.5
-141.5,-134.75,-139.5,-146.75,-134.25
-160.0,-150.75,-157.0,-164.0,-157.5
-173.5,-139.5,-156.5,-153.0,-178.5
-198.25,-156.5,-180.75,-190.75,-199.25
-234.75,-151.5,-179.5,-200.75,-241.25
-319.25,-172.25,-192.5,-233.75,-337.25
-165.25,-184.5,-190.75,-185.75,-164.25
-177.5,-207.0,-201.0,-188.0,-177.0
-171.75,-200.0,-190.75,-195.75,-181.0
-177.5,-198.25,-200.25,-177.5,-180.25
-172.75,-181.5,-183.25,-183.25,-167.0
