T7 Value,P8 Value,O2 Value,O1 Value,FC5 Value
15.5,-29.5,40.25,8.0,22.5
-219.75,-93.25,-200.25,-206.0,-251.0
22.75,-44.75,34.75,17.0,33.5
-237.25,-149.75,-249.75,-225.5,-272.25
47.75,52.75,122.0,45.25,61.75
-258.75,-152.75,-252.25,-245.25,-295.75
59.25,30.25,108.0,55.0,68.5
-247.75,-150.0,-245.5,-235.5,-283.25
32.5,-20.25,49.5,25.0,42.75
-222.25,-56.0,-175.5,-210.25,-253.0
13.25,-31.75,38.0,7.0,24.5
-218.25,-107.5,-209.0,-202.25,-250.0
35.5,-10.25,68.5,33.75,44.25
-239.0,-132.75,-235.5,-223.5,-277.0
64.75,85.0,148.0,60.25,76.5
-250.0,-141.25,-245.5,-240.25,-286.5
60.5,22.25,101.25,52.75,73.0
-231.75,-110.0,-205.75,-224.5,-265.5
31.0,-5.0,67.5,24.25,41.25
-214.0,-39.0,-150.0,-196.5,-242.25
21.25,-21.75,57.25,16.0,33.75
-218.0,-104.75,-201.5,-202.75,-249.0
45.0,41.5,121.0,42.25,61.5
-244.75,-116.0,-217.0,-234.75,-277.5
62.25,86.0,155.0,60.75,77.5
-256.25,-150.0,-240.75,-239.75,-288.75
50.5,2.25,88.25,45.25,61.5
-224.75,-73.0,-168.5,-211.0,-258.25
29.75,7.75,92.5,23.5,38.5
-203.25,-38.25,-133.25,-191.5,-234.75
31.5,-14.75,78.0,24.75,41.25
-219.5,-115.75,-201.25,-207.25,-257.0
62.0,70.75,150.0,56.5,69.75
-242.75,-115.75,-212.5,-228.5,-282.25
68.5,72.0,153.0,68.5,79.0
-244.5,-145.25,-229.75,-230.75,-281.75
45.0,-11.5,75.5,39.0,51.25
-217.0,-58.0,-161.5,-207.75,-254.75
25.75,-17.25,57.25,12.0,29.25
-206.75,-83.0,-185.0,-199.5,-242.25
33.0,-22.5,56.5,20.75,42.75
-233.75,-142.5,-245.25,-229.0,-271.75
62.25,69.5,133.75,50.75,69.25
-247.5,-140.5,-246.0,-242.5,-289.75
70.25,35.25,108.5,59.5,77.0
-228.0,-120.0,-218.75,-220.75,-266.25
49.75,9.5,78.0,38.25,55.0
-197.75,-24.25,-142.5,-189.75,-237.25
35.75,-5.0,65.0,23.25,35.75
-199.25,-88.25,-192.25,-193.5,-243.5
54.0,18.0,93.0,42.75,52.75
-231.0,-118.75,-226.25,-225.0,-277.5
74.25,101.5,160.0,66.75,79.75
-240.5,-127.0,-232.75,-230.25,-283.0
67.5,28.75,104.0,59.75,73.75
-220.0,-89.0,-189.75,-213.5,-260.0
40.25,-3.5,66.5,22.5,39.75
-201.75,-50.75,-167.5,-203.0,-243.5
30.0,-38.5,29.75,5.5,29.5
-214.5,-130.75,-239.0,-219.5,-256.5
52.0,29.0,96.5,33.0,58.5
-241.5,-135.5,-241.25,-241.0,-283.75
74.5,74.25,144.25,63.5,82.0
-240.0,-146.75,-241.75,-232.75,-277.5
60.5,4.75,80.25,48.5,70.0
-211.0,-62.0,-175.5,-208.75,-246.75
36.0,-5.25,59.0,16.0,39.5
-195.0,-59.75,-170.5,-194.75,-235.25
48.25,-18.0,62.5,29.25,45.0
-204.5,-117.75,-210.25,-203.25,-253.0
80.0,82.5,160.0,65.5,82.0
-226.5,-115.5,-211.0,-226.25,-273.5
87.0,64.75,146.25,67.75,90.0
-223.25,-134.75,-222.5,-229.75,-267.5
64.25,-3.5,79.0,37.5,59.75
-194.5,-44.75,-147.5,-200.25,-242.0
44.75,-13.25,70.5,18.75,39.25
-185.25,-76.25,-168.0,-187.75,-231.0
61.5,13.0,99.5,42.25,59.75
-209.0,-103.75,-202.25,-211.25,-258.5
89.5,111.0,176.25,72.75,85.0
-227.75,-121.5,-220.5,-225.75,-280.75
84.75,37.5,121.5,70.25,82.25
-212.25,-104.5,-198.25,-209.75,-258.75
56.0,16.0,89.75,39.0,55.25
-190.5,-11.5,-123.75,-188.25,-230.75
43.5,5.75,79.25,24.75,43.75
-191.5,-81.75,-181.75,-191.75,-236.5
69.0,45.75,125.0,52.75,70.0
-218.75,-101.5,-205.0,-217.25,-266.5
88.0,110.5,175.75,75.0,90.5
-231.5,-124.25,-221.0,-226.5,-275.5
73.25,28.0,107.25,60.25,73.75
-207.25,-66.25,-167.5,-204.0,-253.75
47.75,15.5,93.5,32.0,44.0
-187.5,-26.0,-128.5,-183.75,-231.25
48.25,-1.5,80.75,29.75,46.25
-199.5,-94.5,-193.5,-198.75,-244.75
73.5,80.5,147.25,59.25,74.75
-229.0,-109.25,-217.75,-227.0,-278.25
81.25,74.0,144.0,71.0,83.0
-238.25,-154.75,-249.5,-232.0,-282.75
51.25,-23.5,54.75,34.25,51.25
-216.5,-79.75,-183.75,-212.25,-259.75
26.0,-28.75,47.75,12.0,23.0
-201.5,-82.5,-183.25,-197.0,-245.0
49.0,-13.0,71.5,34.25,48.75
-205.25,-108.0,-206.75,-204.0,-250.0
89.75,100.0,169.5,69.5,92.75
-220.5,-115.0,-211.25,-224.75,-269.0
89.5,60.5,144.25,75.75,91.75
-217.75,-113.25,-202.25,-212.5,-258.75
62.0,19.5,99.25,51.0,66.5
-187.5,-8.75,-117.0,-176.25,-223.0
49.75,11.5,91.25,38.75,55.25
-185.25,-68.75,-160.0,-177.25,-222.75
61.75,30.75,117.25,50.75,69.5
-219.25,-100.75,-200.25,-212.75,-257.25
83.75,113.5,178.75,74.0,92.75
-230.75,-117.75,-217.75,-227.25,-271.5
79.75,40.0,122.0,69.0,90.0
-216.0,-85.75,-178.25,-203.0,-247.0
43.5,18.5,96.25,38.25,55.5
-195.5,-13.5,-122.0,-180.25,-224.75
39.25,4.75,82.75,34.25,49.25
-198.5,-79.5,-174.5,-187.0,-232.75
73.5,76.25,157.75,66.75,86.0
-218.5,-80.75,-181.0,-207.25,-253.5
94.25,127.25,196.5,88.5,106.5
-218.5,-98.5,-192.25,-211.5,-255.5
84.75,55.5,135.5,74.0,93.0
-191.0,-20.0,-123.0,-180.75,-227.5
60.75,48.25,129.0,52.0,66.75
-172.5,-3.5,-97.75,-161.75,-207.5
55.0,14.5,111.25,46.75,60.25
-205.5,-94.75,-172.5,-193.5,-243.75
73.0,96.0,179.0,68.25,80.5
-232.5,-103.0,-200.5,-221.0,-274.0
85.5,82.5,160.0,82.0,93.75
-223.75,-119.5,-210.5,-214.25,-264.5
62.5,14.25,95.5,50.5,66.25
-202.0,-37.5,-141.25,-195.0,-242.5
37.0,-3.25,74.0,21.25,33.75
-194.5,-71.0,-168.5,-189.5,-237.25
46.5,-4.5,84.25,37.0,50.0
-221.5,-120.25,-211.75,-210.25,-263.0
75.25,92.0,166.25,69.25,84.5
-237.5,-134.75,-229.5,-231.5,-277.0
79.5,35.5,120.5,72.0,86.25
-217.25,-107.0,-196.75,-205.25,-255.25
59.75,26.0,101.0,52.75,65.75
-184.25,0.5,-115.25,-170.75,-220.75
50.25,18.75,89.5,40.25,52.75
-189.75,-70.25,-173.75,-182.75,-231.5
59.5,41.5,114.75,50.25,61.0
-229.5,-100.75,-210.25,-216.75,-274.0
76.0,107.75,164.0,73.75,80.0
-239.0,-129.25,-238.0,-226.75,-282.0
71.25,29.0,106.0,70.25,80.75
-212.5,-72.5,-168.0,-192.5,-248.0
47.25,27.5,103.25,47.5,53.0
-189.75,-2.75,-110.5,-169.0,-224.0
41.25,12.5,90.75,40.75,48.0
-202.0,-82.0,-186.75,-190.25,-240.5
70.25,82.5,152.0,63.5,79.0
-232.0,-98.75,-202.0,-218.5,-272.75
80.5,92.25,163.5,76.0,85.0
-237.75,-140.0,-230.25,-226.25,-279.75
54.75,-0.25,86.0,55.0,59.75
-214.75,-61.25,-162.75,-196.0,-252.0
31.75,-4.5,70.5,27.75,37.75
-199.75,-59.0,-159.0,-179.25,-232.0
39.25,-13.25,73.25,43.5,50.5
-216.0,-117.25,-212.5,-195.5,-251.5
72.25,89.0,156.0,75.75,83.25
-238.25,-113.25,-221.0,-221.0,-276.5
79.25,63.5,132.0,76.0,90.0
-231.0,-128.25,-226.75,-218.0,-268.0
49.25,-4.25,70.75,52.5,56.5
-226.5,-60.75,-172.75,-201.5,-261.0
61.0,101.75,152.5,68.0,68.5
-235.75,-110.75,-216.75,-208.5,-271.75
80.0,52.5,127.0,90.25,90.0
-223.0,-109.75,-207.0,-195.5,-262.25
46.25,9.5,82.75,51.75,52.75
-204.75,-28.75,-144.75,-182.25,-238.5
23.75,-21.25,46.5,22.5,28.0
-222.5,-124.5,-231.5,-205.0,-259.75
27.5,-20.75,47.25,29.0,34.75
-257.75,-160.0,-274.25,-237.25,-299.75
28.25,-40.5,40.0,-19.75,46.75
-259.75,-196.0,-287.75,-280.0,-288.5
24.0,-183.5,-24.25,-41.0,50.75
-250.75,-326.25,-353.25,-309.75,-265.5
24.25,-152.5,-57.5,-63.0,54.0
-252.25,-276.25,-353.25,-323.25,-271.5
23.5,-139.25,-69.75,-75.0,47.75
-250.75,-258.5,-366.0,-320.75,-276.75
22.5,-156.75,-49.25,-34.75,41.25
-254.5,-270.5,-345.25,-291.75,-278.25
15.25,-146.25,-21.5,-46.75,36.0
-261.0,-282.25,-301.0,-303.25,-284.75
9.0,-155.5,-24.75,-58.75,27.0
-270.5,-282.5,-350.0,-329.5,-299.0
1.0,-172.75,-53.5,-82.75,16.0
-283.0,-263.0,-348.0,-340.0,-314.25
-14.75,-124.25,-33.75,-88.75,-1.75
-297.25,-265.0,-333.75,-348.0,-333.25
-32.5,-120.75,-44.0,-75.0,-27.25
-314.75,-238.25,-343.75,-323.0,-352.25
-55.5,-167.75,-42.25,-82.0,-48.0
-352.5,-312.0,-339.0,-340.25,-390.5
-103.5,-149.0,-37.25,-87.5,-99.75
-413.5,-275.75,-339.25,-368.25,-462.75
-202.25,-122.75,-40.5,-112.25,-217.25
-531.75,-204.0,-333.0,-372.75,-603.25
-245.25,-126.0,-33.0,-139.5,-274.25
-457.75,-261.25,-346.0,-387.5,-521.0
-95.0,-147.75,-38.25,-109.25,-97.5
-276.5,-290.75,-341.25,-351.25,-305.5
38.5,-140.0,-49.5,-63.0,67.25
-239.0,-259.5,-340.5,-300.5,-252.25
38.5,-177.25,-40.5,-54.0,68.5
-234.75,-275.75,-339.25,-307.5,-249.0
33.0,-131.25,-24.0,-55.75,64.5
-246.25,-295.5,-326.0,-322.0,-262.5
28.5,-133.75,-38.25,-48.25,55.5
-246.25,-247.75,-323.5,-300.75,-266.25
24.25,-192.0,-21.25,-53.75,47.5
-248.0,-298.5,-335.75,-305.75,-271.75
26.75,-130.0,-39.25,-50.25,47.5
-245.75,-278.25,-347.25,-317.0,-268.0
34.25,-159.25,-52.0,-59.25,56.75
-239.0,-257.0,-339.0,-321.5,-261.5
39.75,-160.0,-39.75,-75.5,64.0
-233.75,-272.25,-349.75,-327.5,-254.25
41.75,-100.75,-46.0,-61.75,67.25
-230.0,-245.75,-331.25,-306.25,-246.5
44.0,-158.25,-14.0,-39.25,71.0
-228.25,-283.5,-315.25,-296.0,-247.25
46.25,-151.5,-31.0,-48.75,71.5
-228.0,-249.25,-338.25,-313.25,-253.0
49.25,-117.5,-29.25,-55.75,69.75
-227.0,-251.0,-321.0,-313.5,-249.25
49.5,-138.25,-19.75,-50.25,69.75
-224.25,-269.5,-322.5,-304.75,-250.75
49.0,-137.0,-25.0,-46.75,68.5
-221.75,-254.25,-324.0,-303.25,-248.75
50.75,-123.0,-28.5,-47.75,67.0
-223.75,-246.75,-324.5,-291.0,-248.5
52.0,-133.5,-11.5,-33.0,74.0
-223.0,-258.0,-309.0,-299.75,-250.0
54.25,-140.75,-5.0,-44.5,74.75
-220.75,-251.25,-313.75,-310.25,-247.25
54.75,-122.0,-36.0,-70.5,67.5
-218.25,-263.0,-339.25,-320.75,-250.75
55.25,-160.75,-30.0,-56.0,68.25
-216.0,-260.5,-328.25,-319.5,-247.5
57.75,-117.0,-23.75,-47.25,70.75
-216.75,-251.0,-317.0,-281.75,-247.5
57.75,-119.75,-13.5,-23.75,72.25
-217.75,-246.75,-305.0,-293.75,-252.25
57.75,-130.75,1.25,-47.5,69.5
-218.25,-268.25,-311.25,-311.75,-253.5
55.75,-142.5,-20.0,-64.5,65.5
-218.25,-242.75,-326.75,-322.0,-252.5
54.0,-121.25,-30.0,-57.25,65.25
-218.0,-218.0,-324.5,-308.0,-249.5
57.0,-79.75,-20.0,-50.5,68.5
-217.5,-242.25,-319.75,-286.5,-253.5
58.75,-147.0,-6.5,-18.75,72.5
-217.25,-266.75,-288.5,-287.5,-247.75
59.5,-135.25,10.75,-34.5,70.5
-214.0,-238.75,-295.5,-289.75,-247.75
59.0,-100.5,0.0,-43.75,69.5
-214.0,-224.5,-313.25,-306.0,-249.5
57.75,-122.75,-14.25,-42.75,69.5
-216.75,-280.25,-317.5,-303.75,-247.75
59.0,-145.5,-25.0,-54.5,71.25
-216.25,-234.5,-316.0,-303.75,-250.25
61.25,-124.5,-2.75,-42.5,73.5
-215.25,-234.5,-299.0,-298.0,-249.0
59.75,-86.0,-1.25,-48.5,70.25
-215.25,-242.75,-304.25,-300.0,-249.75
56.25,-126.75,-4.25,-34.5,67.5
-216.25,-253.75,-301.5,-295.5,-249.5
58.0,-145.0,-19.75,-46.5,66.5
-216.0,-253.5,-336.0,-305.75,-254.5
59.0,-104.25,-36.25,-57.5,65.5
-218.75,-246.25,-342.0,-322.5,-257.25
56.5,-168.5,-33.25,-57.25,65.75
-219.5,-281.5,-323.5,-315.25,-254.5
56.0,-126.5,-22.75,-62.0,64.25
-217.5,-240.75,-314.25,-303.0,-254.25
54.75,-103.25,-16.25,-40.25,62.5
-217.25,-217.75,-326.5,-301.0,-257.5
55.75,-120.0,-29.25,-52.25,61.25
-219.75,-263.0,-320.25,-318.75,-256.25
55.75,-110.5,-9.75,-58.0,65.5
-221.75,-242.25,-307.25,-294.5,-258.5
54.75,-160.75,-15.25,-35.5,65.25
-219.25,-249.5,-322.25,-296.75,-253.75
54.5,-91.75,-18.25,-44.75,63.5
-219.75,-250.25,-316.75,-316.0,-254.0
53.25,-102.0,-23.25,-58.5,60.5
-220.5,-208.25,-327.5,-301.0,-258.75
53.0,-128.5,-19.75,-41.0,61.75
-221.75,-233.25,-305.25,-299.25,-256.0
53.5,-88.0,5.75,-37.0,65.75
-222.5,-261.75,-292.75,-291.75,-255.5
53.75,-123.25,-4.0,-34.5,67.75
-221.75,-225.25,-307.0,-285.75,-252.25
51.5,-144.75,-10.0,-35.5,65.75
-220.25,-232.75,-310.5,-293.0,-252.75
53.25,-92.75,-2.25,-39.25,63.75
-220.0,-237.5,-307.25,-293.5,-253.5
54.5,-87.5,-0.75,-25.5,63.25
-223.25,-250.5,-294.25,-286.75,-259.75
52.25,-171.5,-14.0,-40.75,62.0
-224.0,-261.0,-327.75,-300.0,-261.5
52.0,-95.75,-23.25,-41.75,60.0
-222.0,-201.5,-326.25,-305.0,-257.25
49.75,-78.0,-26.5,-56.0,58.5
-223.25,-239.5,-309.75,-300.75,-256.75
49.75,-124.75,-9.75,-39.0,62.5
-224.25,-238.25,-321.0,-300.75,-259.0
52.75,-142.0,-17.25,-46.25,62.75
-223.0,-243.5,-317.75,-310.0,-260.75
53.5,-98.5,-26.25,-61.75,60.0
-222.5,-248.0,-308.25,-309.5,-259.0
51.5,-109.75,4.75,-38.0,59.0
-222.25,-244.0,-315.25,-308.5,-261.75
49.5,-159.5,-31.5,-59.5,53.75
-223.25,-235.25,-330.75,-306.0,-261.75
50.75,-57.75,-30.25,-40.75,59.25
-224.0,-200.5,-299.25,-279.25,-255.75
52.25,-87.25,30.25,-19.5,66.75
-224.0,-204.0,-286.25,-289.25,-257.25
52.0,-88.0,4.25,-35.75,63.75
-221.5,-204.5,-306.5,-292.5,-258.25
52.5,-101.5,-17.5,-33.75,59.75
-220.5,-255.0,-298.75,-274.25,-255.75
51.5,-104.5,7.5,-17.75,59.5
-223.75,-239.25,-300.75,-291.5,-259.25
51.25,-105.5,5.25,-28.5,64.5
-224.5,-193.5,-287.75,-285.0,-259.0
52.25,-94.0,8.75,-31.25,61.75
-224.25,-207.25,-285.75,-282.75,-257.75
49.5,-49.25,3.0,-38.0,59.0
-225.25,-188.0,-317.5,-302.25,-262.25
48.25,-109.75,-6.0,-34.75,57.0
-224.0,-230.25,-288.25,-283.75,-259.25
49.25,-93.75,18.5,-26.5,56.0
-224.75,-224.5,-271.25,-275.75,-261.5
49.75,-82.25,26.0,-23.5,60.5
-226.75,-194.5,-292.25,-282.75,-264.75
50.25,-96.5,15.25,-16.0,57.0
-223.5,-153.25,-234.25,-221.75,-238.5
52.5,-46.5,64.0,33.0,77.5
-220.25,-84.75,-195.25,-177.25,-217.5
54.5,25.75,92.25,71.75,98.0
-221.5,-70.0,-205.0,-183.25,-223.75
54.75,34.5,104.25,82.75,98.75
-222.0,-103.75,-192.25,-176.25,-221.5
55.25,10.25,97.25,68.0,101.75
-219.25,-121.75,-209.0,-195.5,-220.25
54.5,10.75,88.5,61.75,96.25
-218.25,-107.75,-213.75,-192.75,-221.0
53.75,-0.75,96.25,81.5,96.25
-220.25,-128.5,-196.0,-166.25,-218.75
54.0,16.0,99.0,73.75,98.5
-222.25,-97.5,-196.0,-186.0,-224.75
54.5,26.75,107.0,72.5,99.75
-220.75,-110.5,-201.0,-202.25,-222.0
54.5,-10.75,84.75,47.75,98.25
-219.75,-129.0,-221.0,-190.75,-219.25
53.5,-0.25,81.25,70.25,98.0
-219.0,-135.0,-221.0,-188.0,-220.75
53.0,-1.75,82.75,82.75,96.75
-220.5,-109.5,-208.75,-181.75,-219.75
54.75,11.5,96.25,54.0,98.75
-221.5,-107.5,-202.0,-198.0,-224.0
56.25,17.25,102.0,71.5,100.5
-219.75,-125.25,-208.5,-192.75,-223.25
54.0,-10.25,74.75,62.25,93.5
-219.75,-126.25,-225.25,-186.75,-222.5
52.0,0.0,76.0,58.75,93.5
-219.5,-129.75,-219.75,-202.0,-224.25
53.5,-10.25,91.25,57.0,95.75
-222.0,-116.0,-205.0,-200.75,-224.0
54.5,13.5,93.5,60.0,96.25
-223.25,-125.5,-209.5,-196.75,-226.75
53.25,10.5,92.75,67.0,95.75
-221.25,-105.5,-209.25,-185.0,-225.25
52.5,5.5,89.75,66.0,95.25
-220.75,-117.75,-205.0,-189.5,-220.25
51.75,-4.5,96.5,73.0,95.0
-220.75,-146.25,-202.75,-182.5,-221.0
52.75,-9.0,98.75,78.5,96.25
-222.0,-112.75,-201.75,-178.75,-227.0
54.25,12.25,91.5,69.5,97.0
-223.5,-105.0,-209.25,-197.25,-224.75
53.0,-0.75,108.0,56.0,97.5
-221.25,-150.75,-189.75,-198.25,-221.25
52.0,-16.5,95.5,55.75,94.75
-220.5,-126.5,-216.75,-203.25,-224.5
52.25,2.0,71.25,56.25,90.5
-222.25,-99.75,-226.0,-200.0,-227.5
51.75,33.5,95.0,58.75,93.5
-223.75,-109.25,-200.0,-190.0,-229.25
53.25,2.0,90.0,69.75,95.75
-222.75,-118.5,-206.0,-190.5,-224.75
53.5,-17.75,88.75,67.5,93.25
-220.25,-170.5,-210.75,-191.25,-226.25
51.0,-39.0,103.0,60.5,90.25
-221.25,-149.0,-205.25,-179.75,-228.75
51.25,-20.75,78.75,80.25,87.25
-223.75,-133.5,-226.25,-192.25,-230.75
52.25,-6.25,62.5,51.0,87.0
-225.0,-149.25,-246.75,-220.25,-238.5
52.25,-38.5,58.0,18.0,86.75
-223.0,-144.0,-240.75,-237.5,-233.25
51.25,-25.75,56.0,30.25,85.25
-221.0,-161.5,-241.0,-233.0,-231.25
52.0,-26.75,58.25,29.75,83.25
-221.75,-150.25,-241.25,-221.5,-238.25
51.75,-43.0,53.0,16.0,77.5
-221.75,-178.0,-262.5,-249.75,-243.5
55.0,-70.75,18.75,2.5,78.25
-221.5,-214.0,-288.25,-257.0,-246.75
55.0,-87.5,8.5,-0.75,73.0
-221.75,-199.0,-294.75,-263.5,-248.25
50.25,-77.75,15.75,-22.5,67.5
-222.25,-208.75,-278.5,-280.5,-250.5
51.25,-89.75,9.5,-24.0,66.75
-222.0,-211.75,-303.25,-283.5,-251.0
53.25,-80.25,-5.0,-14.25,66.5
-221.5,-200.25,-306.0,-270.0,-255.0
55.0,-87.25,-2.0,-26.0,68.75
-222.25,-218.75,-293.5,-282.0,-253.0
52.5,-94.0,-0.75,-27.0,69.0
-222.25,-212.0,-312.0,-288.75,-249.5
50.0,-70.25,-6.0,-22.5,66.0
-221.25,-191.0,-306.5,-276.75,-251.75
51.5,-91.75,-17.5,-34.5,63.5
-222.75,-225.5,-315.5,-297.75,-254.5
52.0,-109.75,-11.5,-41.0,68.75
-224.5,-233.25,-312.75,-295.75,-254.5
52.75,-85.25,1.75,-31.25,67.0
-222.75,-202.25,-292.0,-282.5,-252.75
52.5,-89.75,-3.75,-27.0,67.5
-221.25,-209.75,-302.0,-279.25,-250.0
51.25,-88.25,-2.5,-21.5,67.0
-221.25,-214.5,-316.25,-286.25,-248.75
51.75,-84.25,-18.5,-33.75,68.25
-223.25,-214.75,-310.0,-284.0,-250.5
52.75,-105.5,3.5,-16.75,75.75
-223.75,-229.75,-280.75,-269.0,-246.5
52.5,-92.0,28.25,-8.5,73.0
-222.75,-198.0,-276.0,-270.75,-247.5
51.5,-69.25,13.75,-20.75,72.0
-220.25,-188.0,-293.5,-262.75,-243.5
51.75,-57.75,6.25,1.0,73.75
-221.5,-193.25,-287.25,-261.25,-244.0
51.25,-78.25,22.5,-14.25,74.5
-225.75,-199.25,-278.0,-276.75,-247.75
51.75,-84.75,8.25,-24.25,73.0
-224.5,-208.0,-297.25,-281.5,-250.5
51.25,-91.0,0.75,-16.0,69.75
-223.0,-231.0,-306.0,-267.25,-251.75
49.5,-113.0,1.5,-6.5,65.75
-223.0,-224.75,-282.75,-268.75,-248.25
49.25,-75.0,20.0,-21.75,67.5
-224.25,-181.75,-284.0,-288.75,-253.0
50.75,-62.5,13.0,-45.25,66.75
-224.25,-205.25,-295.25,-299.25,-256.0
51.75,-102.5,-14.0,-38.5,64.25
-224.5,-240.5,-314.75,-292.0,-259.5
51.5,-92.5,7.75,-69.0,64.5
-223.5,-284.5,-312.75,-274.0,-253.5
47.5,-97.5,-39.25,-20.0,49.5
