T7 Value,P8 Value,O2 Value,O1 Value,FC5 Value
-471.5,-278.0,-305.0,-296.75,-174.75
4.75,-1.75,32.0,9.75,0.75
-330.75,-139.0,-191.75,-157.75,-171.25
-3.25,-0.5,73.0,40.5,2.5
-325.25,-150.0,-207.25,-173.0,-176.25
-41.0,26.75,69.0,33.25,4.5
-427.0,-280.25,-322.5,-289.25,-181.25
-35.25,62.5,105.5,80.75,6.5
-407.75,-297.5,-322.25,-291.75,-181.25
-13.75,101.25,136.25,116.5,3.25
-295.5,-210.75,-250.0,-226.75,-178.5
-51.75,49.75,94.5,97.0,-0.25
-251.5,-127.25,-220.0,-213.25,-175.5
-113.5,-48.75,26.0,11.5,1.25
-246.0,-62.75,-150.5,-134.0,-169.25
-80.0,-31.25,34.75,0.5,-1.25
-202.0,-9.5,-102.5,-78.5,-172.5
-63.75,-62.5,12.5,18.5,1.75
-324.0,-77.75,-178.75,-185.0,-179.0
-58.25,-92.25,-4.75,39.75,5.0
-355.0,-111.5,-225.0,-260.25,-179.0
-48.0,-64.0,40.5,85.0,3.25
-301.0,-125.75,-239.75,-244.75,-174.5
-33.0,2.0,88.75,109.75,-3.75
-221.5,-111.0,-171.75,-172.75,-170.75
-138.5,-72.75,4.0,3.0,-7.75
-222.75,-93.75,-181.5,-177.5,-171.5
-165.25,-148.75,-26.5,-48.25,-9.75
-144.0,13.5,-95.0,-69.25,-171.75
-196.5,-151.0,-34.75,-56.75,-7.5
-195.5,-58.5,-159.75,-146.5,-174.5
-169.25,-160.75,-35.5,-36.0,-8.25
-232.75,-79.0,-189.5,-172.25,-173.5
-97.5,-114.75,13.75,13.0,-4.5
-269.75,-131.0,-227.25,-228.75,-176.5
-33.0,0.0,90.25,99.75,-1.0
-250.25,-74.0,-165.75,-189.75,-173.25
-21.0,-36.5,39.0,65.25,-3.75
-280.5,-78.5,-141.25,-177.5,-172.5
-84.5,-104.75,-46.75,-5.5,-1.75
-246.75,-46.75,-89.25,-140.25,-170.75
-99.5,-105.5,-68.0,-32.75,-7.0
-279.25,-31.0,-83.5,-116.0,-172.25
-54.0,-51.25,-26.25,-6.0,-2.25
-321.0,-176.75,-178.0,-167.25,-174.25
2.5,-7.75,1.5,26.25,-3.5
-455.25,-251.5,-264.5,-279.5,-176.0
433.75,166.25,194.75,222.25,7.25
-464.25,-234.75,-269.75,-286.25,-170.5
369.5,144.0,186.0,206.25,4.5
-405.25,-168.75,-206.0,-221.5,-165.25
434.75,151.75,187.25,209.75,5.25
-501.0,-188.0,-231.75,-265.25,-168.75
489.5,172.0,215.5,247.75,7.75
-618.0,-292.25,-338.25,-353.5,-172.75
524.25,206.25,246.5,261.25,11.5
-692.75,-334.5,-383.5,-402.0,-175.5
520.75,189.5,216.75,240.25,13.0
-608.75,-259.5,-321.5,-329.25,-176.25
533.5,145.5,188.25,256.5,10.0
-696.5,-231.0,-353.5,-412.75,-181.25
571.0,260.5,338.0,299.25,45.25
-727.25,-282.25,-406.5,-445.0,-215.5
563.25,192.75,281.0,291.0,38.5
-775.25,-422.75,-559.25,-504.25,-264.75
572.5,218.75,309.0,303.0,46.75
-786.75,-446.75,-569.75,-510.5,-277.5
591.0,291.5,342.75,318.75,69.0
-754.75,-387.5,-488.5,-479.0,-248.75
555.75,236.0,305.0,280.75,40.75
-710.75,-342.75,-436.25,-428.25,-203.5
558.75,216.5,315.25,274.5,31.75
-686.25,-251.5,-349.25,-392.25,-172.25
547.5,198.0,300.75,260.75,11.75
-707.75,-341.5,-436.25,-404.75,-191.25
521.5,181.5,265.5,235.0,-18.5
-696.0,-279.5,-401.25,-398.75,-181.25
